gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
3.21831,-0.64614,-0.147304,-0.247873,-0.000495835,0.073414,0.0214767
2.95498,-0.578499,-0.19444,-0.21985,0.0357324,0.0679857,0.0128477
2.88165,-0.536465,-0.207721,-0.201378,0.0117878,0.0599709,0.0273331
2.94124,-0.499543,0.00412005,-0.210661,0.00912412,0.0539394,-0.00370569
2.97024,-0.497587,-0.0435282,-0.20907,0.00567037,0.0515375,0.00438507
2.70235,-0.460979,-0.111704,-0.168185,-0.000267472,0.0457744,0.0179347
2.90853,-0.52069,-0.0872771,-0.199787,0.00793934,0.0547278,0.0094299
2.87044,-0.550334,-0.183925,-0.211398,0.0149577,0.0639724,0.0198399
2.87949,-0.605402,-0.295056,-0.203235,0.0138895,0.0693728,0.0352171
3.21557,-0.559372,-0.0669785,-0.259587,0.0270462,0.0643569,-0.00367059
2.69023,-0.494188,-0.226302,-0.167947,0.0166486,0.0515502,0.0272156
2.86212,-0.459847,-0.0200363,-0.19941,0.00646148,0.0463383,-0.00189844
3.36372,-0.691801,-0.141497,-0.274999,0.0100831,0.0814292,0.0143178
3.02274,-0.609564,-0.255898,-0.228121,0.032673,0.072379,0.0244229
2.82937,-0.484777,-0.0654933,-0.19997,0.00511535,0.0531939,0.00683578
3.0392,-0.591493,-0.206964,-0.231279,0.0375324,0.068706,0.0130863
3.15288,-0.653719,-0.236073,-0.24624,0.0252959,0.077186,0.0228331
3.20825,-0.645045,-0.197942,-0.266101,0.0314467,0.0809535,0.0159943
2.99535,-0.574107,-0.127489,-0.2156,0.01224,0.0630515,0.0131591
2.82406,-0.483792,-0.159712,-0.198118,0.0259286,0.0535456,0.0121183
2.81192,-0.52217,-0.19987,-0.190888,0.0205989,0.0565022,0.0213893
2.98558,-0.54015,-0.0956641,-0.209571,0.0100952,0.0583891,0.0114432
3.19435,-0.647628,-0.202364,-0.259417,0.0229681,0.0801186,0.0227831
3.21803,-0.655979,-0.132242,-0.262001,0.0136557,0.0797746,0.0142566
2.94102,-0.55847,-0.184526,-0.207641,0.0248643,0.0603279,0.0146713
2.739,-0.47568,-0.0869987,-0.18185,0.000448244,0.0511249,0.0139334
3.0326,-0.627671,-0.244804,-0.219827,0.0156661,0.0699436,0.027785
3.12674,-0.602922,-0.0995162,-0.225746,-0.00743221,0.0641173,0.0171688
2.99256,-0.576077,-0.228715,-0.228882,0.0388323,0.0690984,0.0173207
3.06334,-0.594072,-0.108897,-0.229496,0.00474375,0.0670494,0.0135573
2.89213,-0.499586,-0.117322,-0.212114,0.0236208,0.0572409,0.0078865
3.09115,-0.612142,-0.183699,-0.229153,0.0189375,0.0692727,0.0190423
2.76064,-0.445524,-0.0847661,-0.181415,0.0203256,0.044527,0.00304749
2.8368,-0.531196,-0.0855308,-0.179079,-0.00944703,0.0517825,0.0152496
2.92095,-0.501915,-0.154676,-0.21506,0.0384497,0.0561567,0.00529379
3.10177,-0.635584,-0.129079,-0.233067,0.00146255,0.0735121,0.0197506
3.27632,-0.699228,-0.187267,-0.26934,0.0152648,0.0861641,0.0210387
3.38343,-0.686417,-0.195985,-0.277257,0.0317648,0.0812303,0.0141081
3.49847,-0.765906,-0.203136,-0.298792,0.0195579,0.0942137,0.0204159
3.41838,-0.71662,-0.238507,-0.28616,0.0416211,0.0884096,0.0177268
3.30231,-0.679567,-0.238804,-0.258621,0.0254338,0.0784129,0.0235073
3.15247,-0.656532,-0.165074,-0.254044,0.0187786,0.0809423,0.016892
2.79522,-0.48502,-0.189354,-0.182906,0.0227817,0.0496111,0.0175115
3.13615,-0.618469,-0.0972494,-0.236757,0.0104297,0.071475,0.0125399
2.97227,-0.538339,-0.084417,-0.217658,0.0172262,0.0611914,0.00683397
3.11051,-0.56777,-0.109459,-0.229615,0.0179265,0.0628685,0.00941475
3.08279,-0.586725,-0.06398,-0.232432,0.00265428,0.0662468,0.00685655
2.69004,-0.469955,-0.164689,-0.165079,0.0215141,0.0458987,0.0143903
2.66414,-0.45994,-0.171369,-0.167517,0.0215248,0.0459552,0.0147995
3.08099,-0.636216,-0.283017,-0.238348,0.0369034,0.0760286,0.0242098
3.11601,-0.639767,-0.272813,-0.240954,0.0342042,0.0755408,0.0254201
3.09798,-0.626564,-0.24748,-0.245225,0.0324172,0.0766278,0.0238154
2.8275,-0.465034,-0.0201963,-0.197786,-0.00432969,0.0497973,0.00442772
3.16662,-0.662507,-0.241643,-0.254479,0.0350457,0.080866,0.019781
3.42017,-0.731331,-0.174641,-0.281646,0.0302497,0.0874812,0.0120336
3.05056,-0.621585,-0.102218,-0.22227,-0.0028181,0.0701792,0.0176532
3.16011,-0.587363,-0.07593,-0.233809,-0.00282892,0.0623498,0.0108011
3.05691,-0.626209,-0.285314,-0.226826,0.0391969,0.072802,0.0260102
3.14282,-0.633526,-0.225634,-0.240729,0.0344895,0.0737266,0.0178913
3.31179,-0.682329,-0.20987,-0.265432,0.0171589,0.080911,0.0232828
3.16226,-0.593627,-0.099114,-0.243696,0.00861185,0.0678001,0.0106123
3.11739,-0.57507,-0.042778,-0.232329,-0.00196128,0.0625088,0.00564229
2.90599,-0.511315,-0.123679,-0.212614,0.0178332,0.056961,0.00943899
3.07516,-0.599248,-0.183601,-0.235354,0.0233343,0.0718286,0.0201334
2.98864,-0.53853,-0.0889534,-0.222647,0.0193797,0.0626208,0.00790424
2.81092,-0.49116,-0.154973,-0.184337,0.0186392,0.0504835,0.016776
2.97277,-0.596918,-0.187522,-0.202329,0.00790563,0.0627403,0.0243437
2.9553,-0.573596,-0.165116,-0.22025,0.00809818,0.067979,0.0225202
2.74967,-0.469431,-0.180241,-0.191393,0.0251504,0.0529687,0.0165883
3.27238,-0.646056,-0.1163,-0.257709,0.0234444,0.0741689,0.005961
3.01393,-0.470761,-0.0955872,-0.23494,0.0408637,0.0547536,-0.00308561
2.91505,-0.448088,-0.115141,-0.223583,0.0420191,0.0528833,-4.92244e-05
2.76419,-0.48062,-0.166967,-0.189537,0.0162225,0.0526334,0.018036
3.12102,-0.58555,-0.0890427,-0.235526,0.0193596,0.0652643,0.00435801
3.07931,-0.590436,-0.0827051,-0.237511,0.0125135,0.0685889,0.00630119
3.02207,-0.59961,-0.225225,-0.233009,0.032769,0.072195,0.0195909
3.13414,-0.624938,-0.262846,-0.249566,0.0404149,0.0761186,0.022041
3.0026,-0.552897,-0.167324,-0.234072,0.0369034,0.0668699,0.0100699
2.84414,-0.534176,-0.127941,-0.201675,0.00421298,0.0601397,0.0160855
2.89298,-0.546663,-0.15242,-0.209918,0.00645713,0.0620561,0.0188113
2.89086,-0.509847,-0.139909,-0.211174,0.0280931,0.058323,0.0085942
2.96875,-0.576121,-0.140811,-0.210293,0.00592669,0.0627744,0.0178519
3.08036,-0.5797,-0.1985,-0.243164,0.0395535,0.070153,0.0131139
3.02032,-0.575478,-0.287039,-0.239184,0.0551565,0.0703783,0.0174902
2.99529,-0.563139,-0.0887206,-0.223109,0.0100309,0.0649786,0.0092922
2.85096,-0.52968,-0.176807,-0.202898,0.0254318,0.0599309,0.0155945
3.13494,-0.618639,-0.147643,-0.239793,0.012062,0.0713004,0.01623
3.04846,-0.578956,-0.191152,-0.226733,0.0182046,0.0647818,0.0193109
2.96645,-0.572943,-0.206292,-0.215822,0.0220158,0.065116,0.0217802
2.92385,-0.615452,-0.224522,-0.210291,0.0221633,0.0711371,0.0233356
3.31664,-0.667076,-0.166692,-0.272042,0.0333853,0.0807174,0.0104155
3.44097,-0.683651,-0.140762,-0.290516,0.0351102,0.0822927,0.00502625
3.23532,-0.688115,-0.195745,-0.255486,0.0169469,0.0814493,0.0213444
3.29409,-0.637832,-0.190898,-0.282788,0.0464264,0.0819055,0.00891588
3.34049,-0.726658,-0.236733,-0.270765,0.0126682,0.0871507,0.0291257
3.2701,-0.639625,-0.230327,-0.26876,0.0458774,0.0776372,0.0133679
3.20384,-0.615683,-0.206357,-0.264544,0.0459762,0.0762474,0.0105062
3.28824,-0.718333,-0.189515,-0.262104,-0.00448906,0.0860772,0.0299754
3.20042,-0.63619,-0.2341,-0.266344,0.0459376,0.079587,0.0151933
3.08937,-0.622572,-0.124096,-0.229397,0.00166377,0.0704508,0.0178309
2.89613,-0.594612,-0.262734,-0.208596,0.0234193,0.0696232,0.0291094
3.17898,-0.629503,-0.195861,-0.251028,0.0243201,0.0745882,0.0179527
2.94099,-0.512547,-0.0982191,-0.208466,0.014405,0.0543916,0.00794242
2.65813,-0.469867,-0.153149,-0.169359,-0.000447979,0.0495673,0.0231376
2.85546,-0.446612,-0.0513664,-0.197506,0.0220386,0.0454228,-0.00271049
2.85949,-0.450758,-0.0470168,-0.194711,0.0223627,0.0453868,-0.00168673
2.85505,-0.57418,-0.189556,-0.201593,0.000752385,0.0663621,0.028767
3.04199,-0.634813,-0.250295,-0.224357,0.0232799,0.072994,0.026526
3.0729,-0.56736,-0.134883,-0.23709,0.0248894,0.0648756,0.00697389
2.74393,-0.495681,-0.144078,-0.184125,0.0124545,0.0547453,0.0176171
2.80535,-0.502145,-0.175438,-0.182166,0.0106761,0.0510186,0.0217724
2.82451,-0.531494,-0.197331,-0.186838,0.0159791,0.0558649,0.0230547
2.68689,-0.452657,-0.221564,-0.192665,0.0509215,0.0534176,0.00961319
2.72951,-0.480398,-0.225766,-0.197435,0.0404386,0.0572688,0.0161524
3.18084,-0.634233,-0.142732,-0.237902,0.00888055,0.0688328,0.0134753
3.00716,-0.563523,-0.171573,-0.21803,0.0262345,0.0609295,0.0115241
2.69846,-0.431184,0.0333412,-0.165393,-0.0132337,0.0401262,0.00183253
2.84287,-0.501575,-0.0386256,-0.177153,-0.0109029,0.0467694,0.00949328
2.85213,-0.516786,-0.045237,-0.187786,-0.00699747,0.0529948,0.00989743
2.88152,-0.514629,-0.052805,-0.193246,-0.00796708,0.051752,0.0100876
2.86285,-0.540581,-0.07874,-0.192228,-0.0106921,0.0567323,0.015423
3.03875,-0.546772,-0.193055,-0.220517,0.0399766,0.0583524,0.00913675
3.36458,-0.709937,-0.142853,-0.264139,-0.00548533,0.0813998,0.0229052
3.20901,-0.661004,-0.161498,-0.257823,0.00477743,0.0798283,0.0218388
3.2357,-0.718641,-0.288165,-0.259182,0.0314821,0.0874871,0.0287513
3.24841,-0.703299,-0.283812,-0.266073,0.0293398,0.0872707,0.029974
3.50806,-0.767909,-0.264688,-0.311132,0.0317921,0.0994635,0.0246573
3.5049,-0.756696,-0.267833,-0.310917,0.036666,0.0972295,0.0226666
3.27203,-0.665355,-0.211163,-0.261787,0.032595,0.0789731,0.0170985
2.84456,-0.526924,-0.188288,-0.197517,0.0158136,0.0589305,0.0221973
3.18571,-0.574941,-0.0436251,-0.247789,0.0132557,0.0662236,0.00294167
2.99881,-0.542663,-0.162151,-0.225636,0.0324636,0.0633702,0.0114457
3.05935,-0.524975,-0.0134583,-0.224753,0.00165209,0.055093,-0.000488291
3.00778,-0.502833,0.0121856,-0.219537,0.00169669,0.053167,-0.00380497
2.63606,-0.496183,-0.233274,-0.166414,0.0221712,0.052893,0.0233098
2.66036,-0.485908,-0.120821,-0.161442,0.00126093,0.04919,0.0187235
2.81356,-0.465921,-0.0468045,-0.193965,0.0239485,0.0487531,-0.00546986
3.0036,-0.602539,-0.172497,-0.225444,0.00427814,0.0699646,0.0222975
2.93095,-0.542524,-0.1143,-0.210925,0.0145118,0.0593454,0.00872641
2.97083,-0.536324,-0.13704,-0.215709,0.0206338,0.0584682,0.0109952
3.00432,-0.549399,-0.13623,-0.227385,0.0235335,0.0643016,0.0110265
2.96377,-0.562174,-0.148676,-0.214072,0.019973,0.0635186,0.0140295
3.12904,-0.602205,-0.170334,-0.239136,0.0118726,0.0691843,0.0210458
2.79898,-0.488972,-0.114576,-0.194354,0.0257941,0.0545886,0.0072443
2.82177,-0.493232,-0.133619,-0.197017,0.0265794,0.0537171,0.00766196
2.75819,-0.477643,-0.151087,-0.181018,0.0315529,0.0489764,0.00776728
2.68585,-0.466525,-0.122168,-0.170492,0.0144388,0.0482533,0.0121715
2.65609,-0.418041,-0.120713,-0.175154,0.0210397,0.0447841,0.0109132
3.12719,-0.632947,-0.134183,-0.242898,0.014975,0.0764364,0.0160801
3.17261,-0.639097,-0.237805,-0.251653,0.0218478,0.0757582,0.0233341
3.03154,-0.564665,-0.135197,-0.233706,0.0330468,0.0668862,0.00655912
3.1308,-0.611343,-0.0685337,-0.2277,-0.00135065,0.0664227,0.0113734
3.22281,-0.578958,-0.0498211,-0.25088,0.017448,0.0653479,0.000765659
3.25405,-0.616353,-0.107062,-0.250945,0.0124193,0.0693578,0.0104759
2.96109,-0.582825,-0.278547,-0.219102,0.0277032,0.067822,0.0297325
2.8758,-0.517488,-0.0574617,-0.189199,0.00112813,0.0519281,0.00905816
2.90308,-0.4902,-0.0548014,-0.200379,0.000582886,0.0518173,0.00964258
2.90066,-0.490632,-0.0542697,-0.199687,0.000611886,0.0517007,0.00968479
2.8832,-0.522542,-0.0722445,-0.207698,0.00368413,0.0584677,0.00827309
3.01519,-0.571198,-0.152014,-0.225896,0.0235853,0.0662675,0.0129286
2.9543,-0.526365,-0.0851919,-0.215568,0.020628,0.058164,0.0026434
3.29629,-0.714215,-0.26581,-0.276817,0.0306158,0.0896419,0.0250554
3.48698,-0.751158,-0.198152,-0.300979,0.0224714,0.0941266,0.018601
3.54221,-0.783004,-0.310364,-0.308936,0.0434962,0.0988918,0.025777
3.43733,-0.741556,-0.27017,-0.298321,0.041039,0.0941495,0.0226136
2.85559,-0.554463,-0.21981,-0.206281,0.0143552,0.0637411,0.0260108
2.84797,-0.45795,-0.071731,-0.208268,0.0275114,0.0527069,8.00559e-05
2.84077,-0.475218,-0.0663086,-0.204566,0.0220199,0.0518971,-0.000547389
3.00945,-0.594909,-0.138388,-0.200818,-0.00403986,0.0596135,0.0199429
2.83586,-0.529175,-0.152403,-0.199439,-0.000961613,0.0591368,0.0237364
3.22334,-0.62718,-0.141156,-0.263123,0.0360727,0.0764916,0.00524992
3.13531,-0.615782,-0.173915,-0.232104,0.0164898,0.0680881,0.0186938
2.79927,-0.523464,-0.177136,-0.194088,0.0224353,0.0593291,0.0185605
3.13539,-0.601569,-0.0835174,-0.231334,0.010694,0.0662852,0.00936565
2.64865,-0.466981,-0.162602,-0.169589,0.00806778,0.0479999,0.0172954
3.14292,-0.608378,-0.13393,-0.251621,0.0235391,0.07233,0.00689426
3.02242,-0.513354,-0.132668,-0.215103,0.0267949,0.0540846,0.00938988
2.84542,-0.537811,-0.144554,-0.204014,0.0237138,0.0628366,0.0137864
2.79093,-0.442193,-0.108039,-0.188398,0.0123183,0.0435882,0.0078535
2.80379,-0.512062,-0.140912,-0.201537,0.0227023,0.0595882,0.0111682
2.99339,-0.559796,-0.161386,-0.212747,0.0164306,0.0605116,0.0162073
2.95868,-0.596182,-0.173661,-0.218358,0.00422743,0.0691538,0.0233373
3.00449,-0.591897,-0.123282,-0.218005,0.00185627,0.0663136,0.0167996
3.1048,-0.612484,-0.224168,-0.245726,0.043252,0.0742601,0.013872
3.23684,-0.671537,-0.207168,-0.260975,0.0253977,0.080652,0.0185703
3.21055,-0.643637,-0.260269,-0.262252,0.0371864,0.0788949,0.0230114
3.29271,-0.680372,-0.294072,-0.272507,0.0414467,0.0846072,0.0264616
2.97698,-0.56126,-0.177285,-0.220637,0.013984,0.0635153,0.0187814
2.97057,-0.534157,-0.141892,-0.217775,0.0226467,0.0592955,0.0102552
3.43903,-0.711091,-0.166999,-0.284543,0.0170285,0.0839344,0.0151568
3.31845,-0.709961,-0.229814,-0.276254,0.0279877,0.0880461,0.0218046
3.31032,-0.68557,-0.20383,-0.268769,0.0260324,0.0824616,0.0190497
3.47076,-0.745374,-0.208448,-0.290596,0.030824,0.0901922,0.016972
3.38339,-0.707767,-0.185264,-0.286461,0.024874,0.0881966,0.0170509
3.1354,-0.608838,-0.181923,-0.247506,0.0240935,0.073452,0.0170228
3.18417,-0.609511,-0.130116,-0.244756,0.0237232,0.069556,0.00816389
3.00585,-0.543844,-0.141567,-0.224089,0.0147195,0.0617359,0.0163675
2.98777,-0.578734,-0.141468,-0.210485,0.00553596,0.0624365,0.0181554
3.12686,-0.603377,-0.164301,-0.24003,0.0325634,0.0690738,0.00899659
3.16317,-0.64753,-0.181101,-0.254468,0.0191743,0.0793964,0.0189039
2.90413,-0.542705,-0.20272,-0.209055,0.023234,0.061086,0.0189747
3.19019,-0.640703,-0.154108,-0.245154,0.0150786,0.0734149,0.0159785
3.0808,-0.636251,-0.199309,-0.234534,0.0132433,0.0749163,0.0236445
2.86424,-0.473083,-0.0880679,-0.209489,0.0214846,0.0525422,0.00405928
2.77493,-0.446007,-0.0310456,-0.183095,0.00462625,0.0454017,0.00502815
2.78579,-0.50298,-0.169533,-0.186594,0.0199065,0.0528343,0.0152678
2.98408,-0.521329,-0.0891959,-0.214131,0.0207651,0.0570034,0.00598481
3.09734,-0.594344,-0.128612,-0.236204,0.011725,0.0678295,0.0133249
2.98184,-0.607835,-0.216777,-0.224677,0.0277979,0.0721141,0.019985
3.33416,-0.702522,-0.266444,-0.28413,0.0394237,0.0882517,0.0204521
3.35904,-0.695132,-0.247395,-0.282414,0.0415164,0.086464,0.020138
2.91689,-0.586019,-0.24078,-0.211055,0.0128573,0.0669538,0.0275624
3.04717,-0.61659,-0.25187,-0.233858,0.0210612,0.0723088,0.0261297
3.17999,-0.616556,-0.148904,-0.247237,0.0217234,0.0706042,0.0101697
3.06072,-0.589831,-0.109059,-0.231661,0.0185781,0.0670088,0.00611481
3.13497,-0.560079,-0.0460931,-0.240174,0.0286367,0.0634207,-0.00437456
2.92506,-0.526724,-0.205269,-0.219418,0.0334434,0.0622399,0.0171472
2.93198,-0.563556,-0.155541,-0.205289,0.0163704,0.061977,0.0161234
3.0949,-0.628347,-0.16464,-0.230235,-0.00183399,0.0706215,0.0240107
3.22796,-0.620153,-0.177459,-0.263798,0.0359828,0.0744145,0.00857361
2.75236,-0.491316,-0.149891,-0.181472,0.00738797,0.0528223,0.0202833
2.72914,-0.436137,-0.0688791,-0.179659,0.0120788,0.0444527,0.00494934
2.60527,-0.417957,-0.118033,-0.160915,0.0111951,0.0413762,0.013139
2.90619,-0.514022,-0.0987266,-0.214327,0.0170781,0.0578317,0.00701287
2.69944,-0.506482,-0.170227,-0.165339,-0.000748129,0.0524218,0.026376
2.95306,-0.548315,-0.169275,-0.212786,0.0263105,0.0602325,0.0137646
2.96978,-0.514918,-0.141458,-0.225552,0.0358714,0.0598291,0.00353354
2.89441,-0.553165,-0.155207,-0.19726,0.00176626,0.0604306,0.0226213
2.82638,-0.479632,-0.145853,-0.195125,0.0188862,0.0493649,0.01158
3.12154,-0.609238,-0.11466,-0.237481,0.0140096,0.0698846,0.0104724
3.07169,-0.622518,-0.231184,-0.232453,0.0304914,0.0722382,0.0207758
3.18176,-0.597714,-0.0892985,-0.245581,0.0132875,0.068128,0.00780013
3.19681,-0.643134,-0.185135,-0.250357,0.0290141,0.0746827,0.0134182
3.03022,-0.569226,-0.160238,-0.229037,0.0255539,0.0645072,0.0111837
3.26572,-0.679808,-0.165917,-0.257608,0.019774,0.0800201,0.0148092
3.24412,-0.65158,-0.135403,-0.260013,0.0112498,0.0777296,0.0163356
2.9969,-0.543727,-0.14727,-0.223326,0.0291885,0.0617891,0.00991338
3.02106,-0.569047,-0.128407,-0.216415,0.0130098,0.0622163,0.0149409
3.10098,-0.549626,-0.0341399,-0.233074,0.00901041,0.0608929,0.00196266
2.71877,-0.50544,-0.193362,-0.183956,0.0195304,0.0570455,0.0213763
3.58747,-0.736417,-0.123436,-0.309436,0.0126024,0.0899862,0.0135158
3.06998,-0.626856,-0.268882,-0.235668,0.0391089,0.0738805,0.0212071
3.05288,-0.634914,-0.269924,-0.234403,0.0394072,0.0755875,0.0214854
3.09015,-0.593429,-0.284858,-0.246465,0.0428505,0.0726816,0.023371
3.45478,-0.706386,-0.176946,-0.295323,0.0215844,0.0879065,0.0179972
3.46909,-0.754777,-0.212584,-0.292385,0.0309081,0.091565,0.0160803
3.31664,-0.728823,-0.31312,-0.278901,0.0418605,0.0928607,0.0291487
3.27672,-0.687376,-0.246322,-0.262042,0.0341982,0.0817694,0.0211471
3.22034,-0.662844,-0.248648,-0.266557,0.0325622,0.0828134,0.0222646
2.70231,-0.448614,-0.0507733,-0.167446,-0.000611366,0.0418532,0.00715923
2.96268,-0.535936,-0.122588,-0.214969,0.0127686,0.0594994,0.0124174
3.07241,-0.574179,-0.0777709,-0.227745,0.00637024,0.063196,0.00782334
2.95991,-0.530959,-0.0953744,-0.213542,0.00934062,0.0582768,0.0103351
2.81986,-0.520092,-0.135912,-0.189532,0.00386829,0.0555576,0.0183939
2.85148,-0.554151,-0.116624,-0.187176,-0.0116756,0.0578431,0.022681
2.86664,-0.541923,-0.102807,-0.1916,-0.00381459,0.0565695,0.0160732
3.15146,-0.578809,-0.0836551,-0.235968,0.0121983,0.0631036,0.00698089
2.99452,-0.557916,-0.207268,-0.237658,0.0307127,0.0682258,0.0172327
3.03559,-0.59708,-0.21059,-0.217022,0.0273636,0.0648179,0.0177734
2.9935,-0.562463,-0.181735,-0.230906,0.0252686,0.0681163,0.016819
2.86781,-0.506457,-0.151278,-0.212965,0.0278916,0.0590013,0.0111907
2.80541,-0.496392,-0.136966,-0.184272,0.0106427,0.0495641,0.0136111
2.86356,-0.482734,-0.0208074,-0.196215,0.00567114,0.0499652,-0.000193184
2.70473,-0.468052,-0.126274,-0.185086,0.0182058,0.0532024,0.0122211
3.01365,-0.54751,-0.0848173,-0.237223,0.0173343,0.0672278,0.00633901
3.06015,-0.6376,-0.229999,-0.230952,0.0135402,0.0751141,0.0279798
3.03472,-0.566132,-0.147863,-0.241172,0.0365384,0.0693037,0.00634733
3.02106,-0.551505,-0.104296,-0.236205,0.0280239,0.0666697,0.0049043
3.11978,-0.594115,-0.158702,-0.252514,0.0304364,0.0731122,0.0107602
3.18392,-0.610611,-0.155993,-0.245091,0.02682,0.0696849,0.0120374
3.19383,-0.613084,-0.11407,-0.244446,0.0122462,0.0689206,0.0120998
2.99433,-0.489375,-0.00166914,-0.219762,0.02133,0.053165,-0.00692702
2.81592,-0.508451,-0.0555246,-0.181265,-0.016878,0.0519491,0.0173056
2.94399,-0.508296,-0.172532,-0.222688,0.0450831,0.0594616,0.00634679
2.83605,-0.539113,-0.180823,-0.196672,0.0134019,0.0596921,0.0208345
2.96293,-0.542722,-0.150244,-0.222056,0.0269496,0.0626447,0.0104548
2.76097,-0.483454,-0.150965,-0.185929,0.0201228,0.0526453,0.014981
3.22541,-0.64481,-0.118573,-0.259424,0.00544614,0.0770213,0.0147655
3.02705,-0.600848,-0.227108,-0.217288,0.0251183,0.0665948,0.0217432
2.93356,-0.540551,-0.113576,-0.205811,0.00980208,0.0577576,0.0124495
2.95402,-0.523846,-0.100541,-0.210488,0.0104708,0.0562604,0.0101403
3.02675,-0.58787,-0.154584,-0.22445,0.0176287,0.0668731,0.0146964
3.09033,-0.607163,-0.205642,-0.238549,0.0187486,0.0721204,0.0230682
3.03963,-0.5613,-0.113197,-0.229507,0.0210171,0.0647249,0.00843388
2.95532,-0.566357,-0.204469,-0.216459,0.0192718,0.0644144,0.0219631
3.00505,-0.552331,-0.0806937,-0.224768,0.0183402,0.062734,0.00489696
2.97895,-0.565687,-0.154437,-0.217163,0.0146356,0.0633739,0.0160475
2.85132,-0.528787,-0.162228,-0.201331,0.014311,0.0603296,0.0196384
2.92524,-0.559544,-0.167759,-0.209058,0.0207965,0.0630253,0.0171588
3.11969,-0.590133,-0.110761,-0.239838,0.016336,0.0682445,0.00954196
3.19437,-0.607566,-0.0932497,-0.25411,0.0198309,0.070655,0.00477317
3.17756,-0.640599,-0.146594,-0.250561,0.0146183,0.0747416,0.0143697
3.18479,-0.661697,-0.139429,-0.242894,0.0124148,0.0756814,0.0154886
3.07491,-0.6117,-0.153858,-0.232007,0.00995295,0.0699791,0.0179552
3.11401,-0.644145,-0.220334,-0.242699,0.0253538,0.0773874,0.0220048
3.33986,-0.726896,-0.21578,-0.270551,0.0240697,0.086695,0.0213092
3.1914,-0.635481,-0.157999,-0.246474,0.0174742,0.0729498,0.0160669
3.12339,-0.617909,-0.173906,-0.236363,0.0220604,0.070874,0.0168979
2.99163,-0.593223,-0.224214,-0.230705,0.0302323,0.0709137,0.0184174
3.0692,-0.614582,-0.255361,-0.242621,0.0398576,0.075007,0.0201538
2.91542,-0.545418,-0.133413,-0.198621,4.41003e-05,0.0579954,0.0197949
2.80157,-0.473738,-0.119615,-0.185111,0.0283837,0.046977,0.00458991
2.80703,-0.477043,-0.123129,-0.183919,0.02997,0.0479144,0.00561594
2.77091,-0.466028,-0.140758,-0.185905,0.0260381,0.0485217,0.00804836
3.17294,-0.627059,-0.159321,-0.243567,0.0106282,0.0717818,0.017926
2.93024,-0.544109,-0.16346,-0.212929,0.0235923,0.0621047,0.0157302
2.7319,-0.453432,-0.0528303,-0.18106,-0.00192539,0.0471562,0.00846313
2.92436,-0.485615,-0.00911483,-0.212389,0.00746371,0.0532815,0.000375437
2.94224,-0.493534,-0.0495314,-0.206753,0.0169608,0.0520719,0.000573912
2.91012,-0.482199,-0.0441487,-0.205516,0.0159375,0.0500172,-4.85727e-05
2.78403,-0.429348,-0.0771515,-0.190495,0.0393056,0.0452374,-0.00495239
2.77921,-0.535998,-0.130718,-0.171062,-0.0183037,0.0534868,0.0270694
2.79563,-0.539939,-0.160574,-0.184386,-0.00257496,0.0572812,0.0243697
2.80762,-0.491727,-0.0622271,-0.189025,0.00202097,0.0515645,0.0078856
2.7708,-0.496566,-0.166868,-0.18921,0.0186412,0.0540538,0.0169395
3.18288,-0.591063,-0.0467142,-0.245292,0.00867426,0.0664893,0.00303891
3.04195,-0.527429,-0.0425344,-0.223459,0.00569422,0.0563148,0.00362391
2.99232,-0.518454,-0.0535037,-0.225816,0.00640689,0.0599134,0.00646878
3.03713,-0.575983,-0.0990833,-0.217108,0.0159485,0.060754,0.00577094
3.00962,-0.51743,-0.0857403,-0.230672,0.0166188,0.05957,0.00484755
3.14498,-0.633087,-0.171994,-0.252063,0.0134769,0.0776193,0.0209859
2.78263,-0.473017,-0.158985,-0.19553,0.0337175,0.0529181,0.00921536
2.82717,-0.500649,-0.137871,-0.196324,0.0199865,0.0545957,0.0125009
2.88502,-0.537058,-0.188527,-0.20869,0.0199124,0.0609056,0.0188419
2.9551,-0.485628,-0.0566108,-0.219265,0.0298001,0.0535995,-0.00392134
2.78062,-0.520957,-0.14644,-0.180688,-0.00116277,0.054279,0.0222225
2.73574,-0.444075,-0.131478,-0.181798,0.0307847,0.046827,0.00722133
2.81073,-0.499963,-0.137239,-0.190718,0.0136058,0.0540461,0.0154308
2.63694,-0.418518,-0.146861,-0.177239,0.0184154,0.0461095,0.0139704
2.69448,-0.452254,-0.139688,-0.173663,0.0254347,0.0471543,0.0117889
2.75446,-0.475751,-0.0816435,-0.175049,0.0111102,0.0479926,0.0096093
2.98272,-0.555454,-0.159413,-0.208134,0.020355,0.059839,0.0158394
3.03824,-0.544875,-0.10389,-0.243879,0.031875,0.0674532,0.00208428
3.19514,-0.594626,-0.182868,-0.245097,0.043863,0.0672132,0.00778957
3.05193,-0.612883,-0.201699,-0.227085,0.0140134,0.070395,0.0242569
2.85498,-0.49195,-0.119105,-0.208168,0.0207151,0.056024,0.00908666
2.9257,-0.510194,-0.0975608,-0.212294,0.0167227,0.0566429,0.00766616
2.7824,-0.483103,-0.0908017,-0.187879,0.0101257,0.0516683,0.00981066
2.80694,-0.496148,-0.15709,-0.197517,0.0209224,0.056066,0.014777
2.6842,-0.45129,-0.0713344,-0.165489,0.00186643,0.042835,0.00915881
