gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7
2.66339,-0.485953,-0.136176,-0.163301,0.000769698,0.0487282,0.0203124
2.70147,-0.358702,-0.0127111,-0.182055,0.0249756,0.0357542,-0.00924392
2.79528,-0.532486,-0.137007,-0.180243,0.00658349,0.0554932,0.0174577
3.21977,-0.610043,-0.0651115,-0.256908,0.0297439,0.0706138,-0.00491096
2.93637,-0.626195,-0.228237,-0.201643,0.00949191,0.0687354,0.0276444
3.06227,-0.596561,-0.179179,-0.22868,0.0138994,0.0683439,0.0217483
3.23947,-0.658263,-0.154376,-0.249204,0.0142305,0.0762896,0.0187358
3.02796,-0.580044,-0.19995,-0.237912,0.0321613,0.0696588,0.0139412
3.13441,-0.612699,-0.0999694,-0.229526,0.00332483,0.066048,0.0109182
2.99153,-0.545771,-0.0680998,-0.220757,0.000181924,0.0613097,0.0102371
2.91158,-0.566679,-0.235453,-0.211982,0.0359054,0.0653781,0.0185529
2.9357,-0.55071,-0.191546,-0.218529,0.0253479,0.0646516,0.0170201
2.85181,-0.547589,-0.14944,-0.186092,0.0039484,0.05514,0.0183526
2.76452,-0.502395,-0.18325,-0.178462,0.0170308,0.051067,0.0170521
2.72988,-0.482392,-0.147883,-0.172472,0.0159712,0.0486494,0.0157406
2.91052,-0.550699,-0.210824,-0.200758,0.0164468,0.0594709,0.0241874
2.86294,-0.514951,-0.0365345,-0.196498,-0.0117523,0.0542007,0.0105977
2.68719,-0.465439,-0.165635,-0.184501,0.0220414,0.0512202,0.012718
2.92121,-0.548001,-0.202647,-0.21269,0.033832,0.0636925,0.0172016
2.96312,-0.562463,-0.19427,-0.217592,0.0182222,0.0632258,0.0185549
2.97152,-0.573036,-0.182192,-0.221621,0.0292432,0.0666383,0.0143261
3.12803,-0.622738,-0.197828,-0.237645,0.0232156,0.0718585,0.0189781
3.12532,-0.647248,-0.2031,-0.248014,0.0202323,0.0780965,0.0201647
3.14626,-0.652481,-0.215009,-0.238254,0.0188474,0.0760502,0.0246714
3.16796,-0.590433,-0.153951,-0.245377,0.0231826,0.0685017,0.0147223
2.83768,-0.50673,-0.168094,-0.206239,0.0231131,0.0577849,0.013235
3.16187,-0.635919,-0.138583,-0.239924,0.0107108,0.0732298,0.0176725
3.18342,-0.589226,-0.112267,-0.25359,0.0307877,0.0681861,0.000982089
2.66763,-0.49089,-0.218233,-0.167228,0.00438069,0.0510407,0.0292907
2.79743,-0.46868,-0.0755503,-0.188727,0.0154005,0.049436,0.00537294
2.85957,-0.488137,-0.0821201,-0.193267,0.00820112,0.0497697,0.00769473
3.28132,-0.687662,-0.14095,-0.257208,0.0089692,0.0794375,0.016291
2.93643,-0.512836,-0.130849,-0.224461,0.0265164,0.0605298,0.00805643
3.01179,-0.546392,-0.09747,-0.231695,0.0132845,0.0650457,0.0106296
3.02747,-0.555692,-0.0976238,-0.231431,0.0111286,0.0643648,0.00906661
2.90555,-0.496989,-0.104227,-0.2098,0.0161446,0.0552041,0.00942242
3.07836,-0.629643,-0.212048,-0.23072,0.0216973,0.0728376,0.0225897
3.23821,-0.667504,-0.194529,-0.26206,0.022357,0.0807187,0.0190074
3.1507,-0.601487,-0.136989,-0.248364,0.0137622,0.0706046,0.0135395
2.85604,-0.559858,-0.17514,-0.195757,0.00887726,0.0617539,0.022516
2.71129,-0.514627,-0.190452,-0.173132,0.0142147,0.0552689,0.0228883
3.12821,-0.578017,-0.0770752,-0.242141,0.0180325,0.0657032,0.00233321
3.0256,-0.59549,-0.211792,-0.233233,0.0307835,0.0719637,0.0194033
3.33522,-0.671159,-0.0981167,-0.268867,0.00974922,0.079174,0.0120138
2.89679,-0.563729,-0.240343,-0.210541,0.0329462,0.0642978,0.0187942
3.0546,-0.605065,-0.245881,-0.229152,0.0425359,0.0703568,0.0188642
3.23613,-0.633005,-0.106918,-0.24607,0.00301822,0.0710482,0.0159276
3.27773,-0.675387,-0.0535769,-0.253219,-0.00775138,0.076992,0.011919
3.13821,-0.645299,-0.251591,-0.239938,0.0255935,0.0752215,0.0254218
3.07025,-0.592109,-0.229219,-0.226792,0.0228171,0.0651199,0.0208136
3.40985,-0.749624,-0.238353,-0.292343,0.0324286,0.0960757,0.0231755
3.46256,-0.760372,-0.224802,-0.299587,0.0283067,0.0970518,0.0227851
3.22989,-0.659023,-0.235096,-0.256787,0.035733,0.0772544,0.0170165
2.9504,-0.546534,-0.0895654,-0.206464,0.00517431,0.0591132,0.0123199
2.99514,-0.552322,-0.138973,-0.216606,0.0285164,0.0599568,0.00721334
2.70867,-0.461381,-0.0547363,-0.172672,0.0014477,0.0470624,0.00830874
2.99686,-0.560956,-0.166982,-0.21838,0.0289853,0.0619622,0.0112628
2.94223,-0.557141,-0.190428,-0.223167,0.0220348,0.0654237,0.0175963
2.88737,-0.579486,-0.272038,-0.215225,0.0327221,0.0701909,0.0256617
2.89033,-0.543364,-0.190858,-0.205994,0.0241819,0.0612869,0.0173141
2.91039,-0.538562,-0.183051,-0.208943,0.0249126,0.060791,0.0177254
2.8953,-0.526424,-0.174624,-0.213198,0.0229785,0.060634,0.0146279
2.8172,-0.47574,-0.0375353,-0.187275,-0.00506173,0.0473612,0.00558661
2.69156,-0.427227,-0.140074,-0.178999,0.0261425,0.0452095,0.0111344
3.22033,-0.630648,-0.110443,-0.246141,0.0050514,0.0718407,0.0146846
3.25281,-0.648118,-0.108795,-0.252699,0.00969652,0.075093,0.0126099
2.78108,-0.440274,-0.0829697,-0.199114,0.027827,0.0486145,-0.00108389
2.66332,-0.425379,-0.0785683,-0.165194,0.00618591,0.0412116,0.00996336
2.99472,-0.565952,-0.198093,-0.222791,0.0293193,0.0652404,0.0172039
3.1437,-0.606323,-0.138577,-0.237512,0.0157198,0.0685905,0.0129546
2.94286,-0.537063,-0.137393,-0.215948,0.0121999,0.0606747,0.0146373
2.93395,-0.539565,-0.150991,-0.216793,0.0138925,0.0618786,0.0160903
3.00892,-0.603936,-0.218552,-0.217466,0.0169844,0.0667965,0.023601
2.97616,-0.585849,-0.189349,-0.213336,0.0213262,0.0642625,0.0168533
3.0628,-0.515279,-0.103279,-0.238726,0.0298889,0.0601276,0.00182475
3.0611,-0.555085,-0.103227,-0.227524,0.0304106,0.0606384,0.00154586
2.93247,-0.604265,-0.214764,-0.203634,0.00825715,0.0660833,0.0268398
3.00159,-0.592488,-0.217615,-0.211848,0.0128018,0.0649768,0.0265403
3.03129,-0.61645,-0.186292,-0.222791,0.0150792,0.0703891,0.0218696
2.64881,-0.42283,-0.0701693,-0.161141,0.0118479,0.0408223,0.00614535
2.72061,-0.440448,-0.0695108,-0.176736,0.00569051,0.0446131,0.00944684
2.91603,-0.485608,-0.108658,-0.212342,0.031409,0.0524931,0.00141104
3.12466,-0.622443,-0.15757,-0.241064,0.0184694,0.0728311,0.0153737
3.1082,-0.589896,-0.156032,-0.23907,0.0238389,0.0671729,0.010741
2.80011,-0.496105,-0.0953968,-0.184352,0.00795642,0.0512342,0.0119539
3.32212,-0.654998,-0.129459,-0.264727,0.016889,0.0752244,0.0111757
3.31129,-0.664406,-0.135397,-0.265153,0.0149285,0.077692,0.0128794
2.83346,-0.524209,-0.181601,-0.202071,0.0246573,0.0586145,0.0148878
3.05369,-0.628114,-0.206563,-0.230659,0.0175708,0.0741959,0.0239325
3.39366,-0.718201,-0.253181,-0.296361,0.0414898,0.0917196,0.0178102
3.26673,-0.668599,-0.258326,-0.275089,0.0435367,0.0835024,0.0182869
2.9062,-0.539689,-0.102803,-0.192579,-0.0118244,0.0541515,0.0179389
2.80971,-0.526458,-0.101737,-0.187644,-0.00750711,0.0570217,0.0206351
2.83896,-0.512073,-0.0948424,-0.182723,-0.00558496,0.0512601,0.0168535
2.90442,-0.544834,-0.15607,-0.207568,0.0108234,0.060816,0.0183468
2.74909,-0.520959,-0.191173,-0.193216,0.0160749,0.0608036,0.0214133
3.12335,-0.574102,-0.109395,-0.243494,0.0184221,0.0680541,0.0102394
2.95944,-0.568988,-0.140646,-0.216281,0.000988099,0.0650266,0.0201524
3.11077,-0.592869,-0.253384,-0.254671,0.0454854,0.0733848,0.0166375
2.84772,-0.49353,-0.0433175,-0.204889,-0.00792469,0.0548194,0.00924932
2.88195,-0.502178,-0.0340923,-0.191604,-0.00753195,0.0510608,0.00995148
2.70725,-0.439703,-0.00116791,-0.172339,-0.0109536,0.0435391,0.00578473
3.17189,-0.632888,-0.262125,-0.264222,0.0512332,0.0802581,0.0180273
2.72114,-0.451825,-0.0545821,-0.173067,-0.00171028,0.0443804,0.0076392
2.7813,-0.495407,-0.160453,-0.182506,0.0157798,0.0513377,0.0159514
2.83993,-0.581393,-0.205592,-0.195092,0.00554946,0.0647179,0.0263765
3.14334,-0.580271,-0.160009,-0.250446,0.035025,0.0699436,0.0108957
2.79817,-0.502378,-0.107236,-0.182983,0.00046425,0.0520926,0.0163009
2.81858,-0.528689,-0.104605,-0.192591,-0.000150808,0.0567577,0.0138651
3.01782,-0.572651,-0.0684308,-0.213354,-0.0133783,0.0611234,0.0155685
3.01421,-0.525174,0.0184315,-0.212946,-0.0185883,0.0539588,0.0055464
2.9145,-0.526068,-0.0487281,-0.197291,3.25019e-05,0.053323,0.00649491
2.89114,-0.513721,-0.196087,-0.213844,0.0312498,0.0595571,0.0141102
2.83464,-0.506211,-0.119323,-0.190769,0.00902298,0.0540337,0.0146293
2.80011,-0.520754,-0.137464,-0.189413,0.0173775,0.0567999,0.0142236
2.87647,-0.52354,-0.112182,-0.20059,0.00543532,0.056759,0.0141832
2.9739,-0.556269,-0.103608,-0.223002,0.0131763,0.0644059,0.0100078
2.76875,-0.49065,-0.145759,-0.189403,0.0182301,0.0538386,0.0128638
2.68158,-0.466205,-0.139025,-0.17207,0.0132099,0.0470438,0.0129436
2.87735,-0.52307,-0.108785,-0.210673,0.00767758,0.0588141,0.0115189
2.74948,-0.405198,-0.0460783,-0.179121,0.0255193,0.0381939,-0.00556218
2.95531,-0.572603,-0.128269,-0.211603,0.00135533,0.064515,0.0195502
3.14398,-0.612713,-0.167387,-0.242647,0.0238,0.0707998,0.0142621
3.16724,-0.625859,-0.202737,-0.245309,0.0225122,0.0727988,0.01963
3.16726,-0.63143,-0.19489,-0.245211,0.0209248,0.0735865,0.02069
3.1816,-0.617711,-0.161464,-0.253103,0.0250487,0.0728851,0.0124456
2.91654,-0.533348,-0.193288,-0.216062,0.0289537,0.0626045,0.0174176
2.9456,-0.592245,-0.222311,-0.20704,0.00911805,0.0646171,0.0266699
3.34018,-0.68584,-0.219692,-0.283774,0.035145,0.0851147,0.0159829
3.14793,-0.642988,-0.157731,-0.237955,0.00598564,0.0735491,0.0210504
3.04574,-0.579956,-0.182487,-0.222855,0.0291482,0.0642284,0.0140895
3.0968,-0.59585,-0.140511,-0.239875,0.0148239,0.0700528,0.0152478
2.95817,-0.550634,-0.198657,-0.22308,0.028262,0.0648602,0.0174714
3.02414,-0.586795,-0.172819,-0.229598,0.0233207,0.0689567,0.0157459
3.14843,-0.61047,-0.171132,-0.248683,0.0206879,0.0733809,0.0172165
3.10387,-0.619596,-0.188358,-0.243437,0.0212023,0.0731374,0.0176039
2.91998,-0.546605,-0.139556,-0.211822,0.0139375,0.0619986,0.013839
2.92122,-0.534342,-0.191314,-0.214025,0.0279972,0.0602638,0.0159712
3.00045,-0.625529,-0.270043,-0.230762,0.0262601,0.0758407,0.0280799
3.23424,-0.65166,-0.108381,-0.245933,0.0143289,0.0738792,0.0109593
3.03252,-0.569657,-0.18481,-0.232892,0.0198303,0.0656929,0.0157905
2.95691,-0.541754,-0.0970565,-0.21875,0.027433,0.061972,0.00247166
2.98755,-0.508091,-0.120361,-0.224181,0.0214715,0.0573625,0.00907503
3.12249,-0.542337,-0.101449,-0.244155,0.0214533,0.0629005,0.00648263
3.23715,-0.60474,-0.131451,-0.265258,0.0293504,0.0730156,0.00647554
2.94635,-0.5496,-0.164533,-0.217697,0.0194621,0.0637927,0.017096
3.01459,-0.632349,-0.256963,-0.216965,0.0170835,0.0713269,0.030442
2.96141,-0.617867,-0.274219,-0.22093,0.0199223,0.0731398,0.0301813
3.17226,-0.621339,-0.0863163,-0.233886,-0.00498069,0.0663678,0.0122303
3.20257,-0.619712,-0.218269,-0.268244,0.0498431,0.0781506,0.0106156
3.26773,-0.68295,-0.167601,-0.258602,0.00903512,0.0802207,0.020349
3.47018,-0.754205,-0.196862,-0.293361,0.0186548,0.0933639,0.0224745
3.47169,-0.767908,-0.206013,-0.291324,0.0175895,0.0930796,0.0207247
3.41955,-0.716744,-0.206262,-0.290752,0.0224233,0.0898984,0.0227152
3.24911,-0.616791,-0.124954,-0.26646,0.0363192,0.0746606,0.00315078
3.21109,-0.670175,-0.274891,-0.251495,0.0280861,0.0789795,0.027713
3.20621,-0.67651,-0.220943,-0.248863,0.0104552,0.0794969,0.0280082
3.02162,-0.529143,-0.156886,-0.226596,0.0337699,0.0593828,0.00793818
2.89714,-0.54345,-0.186557,-0.203849,0.0187196,0.0593617,0.0187488
2.8398,-0.559146,-0.212445,-0.203981,0.0148951,0.0650141,0.0255438
2.76174,-0.519884,-0.199895,-0.195452,0.0212399,0.0606375,0.0209452
3.10369,-0.584008,-0.107301,-0.229833,0.00658267,0.0639721,0.0118257
3.11032,-0.596698,-0.102812,-0.225587,0.00203627,0.0634501,0.0129553
2.92738,-0.551069,-0.144018,-0.205561,0.00604186,0.060039,0.018809
2.84175,-0.489451,-0.10691,-0.203499,0.0201412,0.0550576,0.00810758
3.13699,-0.623222,-0.21539,-0.254823,0.0199915,0.0776344,0.0237326
2.80981,-0.514229,-0.226735,-0.206575,0.0357585,0.061246,0.0181656
2.8982,-0.5254,-0.18455,-0.214839,0.021772,0.0604724,0.0171994
2.86427,-0.472319,-0.0482855,-0.198359,0.00678906,0.0493939,0.00545084
2.98647,-0.54318,-0.148437,-0.214821,0.0137153,0.0586979,0.0150421
2.84423,-0.535717,-0.170114,-0.198924,0.0201023,0.0589773,0.0162264
2.88528,-0.525527,-0.164023,-0.206643,0.0232138,0.0597164,0.0146026
2.95294,-0.545286,-0.163257,-0.214809,0.0252243,0.0617548,0.0134805
2.95433,-0.545817,-0.160107,-0.214673,0.0249229,0.0613087,0.0134127
2.8774,-0.530715,-0.11391,-0.203664,0.00485816,0.0592539,0.0144579
2.89482,-0.53996,-0.108906,-0.203013,0.00414663,0.0601609,0.0155718
3.13143,-0.566855,-0.0813624,-0.249576,0.027146,0.0676303,0.000411271
2.77201,-0.521489,-0.190706,-0.192833,0.0117236,0.0597786,0.0237467
3.20021,-0.60749,-0.161204,-0.25881,0.0349347,0.0731466,0.00824315
3.27131,-0.639127,-0.182739,-0.273443,0.0357646,0.0794147,0.0114933
3.26115,-0.613361,-0.0936553,-0.265657,0.0252633,0.0734581,0.00340475
2.98204,-0.590701,-0.227015,-0.22174,0.0220187,0.0693032,0.0249774
2.98469,-0.513953,-0.075006,-0.216486,0.0156335,0.0541574,0.00281244
2.90167,-0.559577,-0.126406,-0.203747,0.00409394,0.0610279,0.0152448
2.86812,-0.49196,-0.0815738,-0.19441,0.00262288,0.0515382,0.0113814
2.77683,-0.49564,-0.180227,-0.189231,0.0262357,0.0541677,0.0152602
2.75574,-0.489758,-0.171007,-0.193696,0.0304824,0.0561586,0.0130496
3.09664,-0.62248,-0.188353,-0.241007,0.014871,0.0747419,0.0218714
3.29585,-0.679684,-0.149537,-0.269008,0.012579,0.0822175,0.0171162
3.27842,-0.671247,-0.150879,-0.265937,0.0132875,0.0809694,0.0170838
2.93575,-0.557229,-0.261393,-0.204669,0.0352207,0.060929,0.023474
2.99942,-0.587071,-0.170534,-0.218766,0.00686072,0.0670235,0.0235253
2.8626,-0.507025,-0.156185,-0.199721,0.0303912,0.0551741,0.0106236
2.83524,-0.518076,-0.182034,-0.202246,0.0323512,0.0584473,0.0115846
3.1825,-0.638555,-0.159402,-0.247212,0.00746589,0.0740817,0.0201336
2.77894,-0.513967,-0.220795,-0.196252,0.0287093,0.0593691,0.0204742
2.96111,-0.537893,-0.0856604,-0.205334,0.00535796,0.0556835,0.00925652
2.97723,-0.576277,-0.172209,-0.219243,0.0221218,0.065671,0.0156763
2.99228,-0.582224,-0.184585,-0.218951,0.0247881,0.0660929,0.0170982
2.89539,-0.529193,-0.0949121,-0.205844,0.00617052,0.0585651,0.0110012
3.02173,-0.541588,-0.0355725,-0.219561,-0.00316329,0.0588772,0.00643207
2.89249,-0.570881,-0.217756,-0.214378,0.0316835,0.067868,0.018384
3.08133,-0.585168,-0.15039,-0.240214,0.0343293,0.0700043,0.00784054
2.9999,-0.581244,-0.147933,-0.214463,0.00910599,0.0639263,0.0166727
3.00711,-0.57379,-0.141175,-0.224297,0.0102932,0.0651809,0.0160592
3.08589,-0.59934,-0.175676,-0.243679,0.0270007,0.07245,0.0147913
3.20314,-0.612125,-0.138092,-0.256253,0.0267301,0.0726008,0.00883456
3.07996,-0.587695,-0.200789,-0.238777,0.0413743,0.0689576,0.0117506
3.02403,-0.560522,-0.174932,-0.233681,0.0210474,0.0658874,0.0152644
3.01514,-0.514601,-0.0199177,-0.216541,0.00373462,0.0548596,0.00300397
2.88351,-0.499202,-0.136566,-0.198917,-0.000118902,0.0525059,0.0208605
2.8401,-0.544958,-0.128673,-0.191752,0.010894,0.0581737,0.0135405
2.72896,-0.461677,-0.130817,-0.174358,0.0193124,0.0453948,0.00985846
2.73427,-0.501423,-0.116457,-0.178256,0.00746696,0.0520927,0.0127022
2.73765,-0.536267,-0.279841,-0.182414,0.019059,0.059746,0.0333978
2.96548,-0.509993,-0.02435,-0.223279,0.0206859,0.0582897,-0.00459963
3.0929,-0.656456,-0.283204,-0.235513,0.0195066,0.0777697,0.033777
3.33394,-0.627404,-0.100347,-0.280268,0.0389239,0.076081,-0.00301069
3.19259,-0.589122,-0.115564,-0.256165,0.0269265,0.0699045,0.00461558
2.77613,-0.479604,-0.136685,-0.189603,0.00512985,0.0518954,0.017316
3.15407,-0.557206,-0.057742,-0.241821,0.0178151,0.062165,0.00139968
3.07737,-0.600688,-0.112404,-0.228799,0.00491538,0.0670246,0.0129652
3.12831,-0.58022,-0.0991598,-0.231444,0.00329978,0.0634531,0.014207
3.04957,-0.576335,-0.174982,-0.234138,0.031978,0.0671284,0.0111888
3.30175,-0.690499,-0.204061,-0.263965,0.0298594,0.0813064,0.0163286
3.31515,-0.683811,-0.174942,-0.269356,0.0256583,0.0814063,0.0138763
3.14863,-0.631444,-0.162117,-0.248084,0.0223184,0.0759302,0.0145464
3.05582,-0.595764,-0.19448,-0.226847,0.0124792,0.0672373,0.0232278
3.02839,-0.609005,-0.169705,-0.222024,0.0105512,0.0692766,0.0202975
2.77069,-0.544804,-0.207345,-0.185463,0.0181763,0.0603997,0.0230046
3.10106,-0.629649,-0.138451,-0.224783,0.00212411,0.0698145,0.0202546
2.91027,-0.568271,-0.247664,-0.219963,0.0438743,0.0678583,0.0161336
2.91037,-0.559714,-0.114257,-0.202462,0.00232873,0.0614986,0.0160204
3.05073,-0.621565,-0.250961,-0.232171,0.0265084,0.0721211,0.0233303
3.20028,-0.670835,-0.171403,-0.244548,0.0073929,0.0767241,0.0209443
2.56446,-0.4013,-0.154892,-0.158158,0.0300529,0.0405687,0.00977939
3.04628,-0.568189,-0.0794276,-0.231046,0.012126,0.0655658,0.00647272
2.62062,-0.441905,-0.11753,-0.164455,0.0154097,0.0456561,0.0118251
2.95427,-0.558556,-0.0981681,-0.218735,0.00967631,0.0641741,0.00989057
3.0254,-0.5618,-0.0504514,-0.210582,-0.00823597,0.0584816,0.011599
2.9236,-0.537491,-0.0894102,-0.206988,0.000903354,0.0584984,0.0126913
2.86798,-0.553163,-0.232408,-0.205535,0.0286292,0.0638719,0.0224126
2.88154,-0.555906,-0.247333,-0.21056,0.0419196,0.0663181,0.0205676
2.975,-0.563763,-0.090831,-0.212761,0.000715588,0.0607955,0.0107951
2.99068,-0.557935,-0.152224,-0.220513,0.0249287,0.0627595,0.0110289
2.69221,-0.489427,-0.202047,-0.17844,0.0245451,0.0537715,0.0193763
2.90366,-0.538771,-0.184911,-0.212974,0.0212861,0.0624826,0.0186128
3.37913,-0.702701,-0.176894,-0.278238,0.0119876,0.0845628,0.0210362
3.45527,-0.711273,-0.192283,-0.279555,0.0132622,0.0816398,0.020943
2.84958,-0.527509,-0.131498,-0.207583,0.0244527,0.0614161,0.0104088
2.82762,-0.494321,-0.158117,-0.19692,0.0303444,0.0535547,0.00864872
3.26735,-0.704231,-0.254622,-0.255799,0.0221261,0.082907,0.0282931
2.79973,-0.453394,-0.0667113,-0.186415,0.0113293,0.0464791,0.0062523
2.78461,-0.447181,-0.0904794,-0.19224,0.0105933,0.0465208,0.00589839
2.61646,-0.443613,-0.127426,-0.159359,0.00479641,0.0433176,0.0154113
2.86624,-0.509091,-0.147815,-0.197738,0.0210287,0.0555045,0.0140677
2.96787,-0.594008,-0.207843,-0.215726,0.0174278,0.0675659,0.0232764
3.18921,-0.616793,-0.129293,-0.258393,0.0262869,0.0752186,0.0090801
3.17694,-0.633576,-0.154101,-0.262016,0.0133712,0.0794488,0.0179708
3.18461,-0.668702,-0.160224,-0.245458,-0.0110753,0.0773409,0.0272976
3.22682,-0.681379,-0.13839,-0.235657,-0.00998372,0.0733844,0.022751
3.12245,-0.616802,-0.0875638,-0.227946,0.00374571,0.06801,0.01182
2.738,-0.461163,-0.144641,-0.191259,0.0311373,0.0524791,0.00869253
3.10656,-0.645293,-0.173008,-0.231078,0.00577368,0.0729482,0.021676
3.36359,-0.648439,-0.177541,-0.280472,0.0377557,0.0784801,0.0102432
3.09444,-0.641958,-0.239623,-0.230674,0.0152325,0.0736169,0.0284029
3.11052,-0.621153,-0.26011,-0.255514,0.0458151,0.0779494,0.0170447
3.43906,-0.750725,-0.159998,-0.284685,0.0109815,0.090972,0.0193819
3.27036,-0.626353,-0.146094,-0.268038,0.0230884,0.0758603,0.0121859
3.29197,-0.68987,-0.087908,-0.258878,0.0109397,0.0798709,0.00713205
2.8832,-0.535168,-0.131204,-0.200315,0.0165671,0.0583575,0.0129494
3.51764,-0.784683,-0.264056,-0.293029,0.0320153,0.0941474,0.0237356
2.98826,-0.545103,-0.154467,-0.220574,0.0117246,0.060921,0.0165405
3.12346,-0.631989,-0.236584,-0.245237,0.0354403,0.0756086,0.0199159
3.07471,-0.577132,-0.0866644,-0.237029,0.0176187,0.0674473,0.00404955
2.99113,-0.557893,-0.117149,-0.202241,0.00277765,0.0570225,0.014932
2.85205,-0.524326,-0.171154,-0.206465,0.0240422,0.0607293,0.0154308
2.88732,-0.536286,-0.137778,-0.200786,0.0107523,0.0578605,0.0161537
2.90592,-0.514067,-0.164223,-0.212836,0.0236191,0.0580418,0.0138217
2.85959,-0.581409,-0.183976,-0.201084,0.00203741,0.0663044,0.025942
2.93536,-0.618115,-0.121188,-0.201728,-0.0157252,0.0674934,0.0238825
3.01592,-0.566065,-0.194318,-0.240032,0.0536504,0.0714343,0.00759409
3.0348,-0.579139,-0.102402,-0.214492,-0.0164591,0.0607625,0.0191197
3.0762,-0.576185,-0.0500565,-0.218525,-0.0146459,0.0612373,0.0138343
3.02605,-0.573849,-0.240618,-0.229903,0.0400279,0.0662604,0.0169972
3.06443,-0.566219,-0.245161,-0.226692,0.043156,0.0625378,0.0156251
3.13797,-0.592326,-0.204415,-0.242647,0.036438,0.0672642,0.0123353
3.12885,-0.602295,-0.190384,-0.241668,0.035468,0.0702307,0.0129173
2.94561,-0.544957,-0.0987182,-0.213312,0.00258517,0.0612519,0.0143593
3.08761,-0.612573,-0.223439,-0.23956,0.0229698,0.0726934,0.0227031
3.36069,-0.656662,-0.0782769,-0.278769,0.0172782,0.0788051,0.00448349
2.85765,-0.537217,-0.251732,-0.204065,0.0272565,0.0608555,0.0251843
3.03709,-0.544945,-0.0690543,-0.222714,0.0111464,0.059519,0.0055487
2.97955,-0.514421,-0.120891,-0.225956,0.0330312,0.0592056,0.00343676
2.93262,-0.541768,-0.0705269,-0.204394,-0.00441151,0.0580979,0.0135978
2.9468,-0.576332,-0.182071,-0.213119,0.0159908,0.0660668,0.020962
2.90822,-0.559307,-0.188052,-0.216391,0.022371,0.0660915,0.0179544
3.10023,-0.605197,-0.17184,-0.231787,0.0211641,0.0688173,0.0156909
2.96854,-0.591753,-0.219958,-0.219475,0.0184805,0.06872,0.0250151
2.7906,-0.504172,-0.114325,-0.193426,0.00600668,0.0565395,0.0155234
2.79106,-0.515324,-0.136599,-0.192307,0.00678111,0.0571269,0.0172363
2.92964,-0.514895,-0.104793,-0.211322,0.0217698,0.0571326,0.00635031
2.89232,-0.504855,-0.115226,-0.210178,0.0235589,0.0568765,0.00750473
2.83479,-0.485661,-0.137296,-0.204797,0.0214536,0.054424,0.0109638
3.03707,-0.581979,-0.161798,-0.225106,0.0210226,0.0656244,0.0156895
3.08136,-0.59304,-0.130647,-0.234501,0.0146871,0.0671328,0.0112493
3.03942,-0.571408,-0.136034,-0.229109,0.0139103,0.0647515,0.0134388
3.01096,-0.579716,-0.241452,-0.235372,0.0396505,0.0703883,0.0191515
2.98736,-0.545212,-0.131666,-0.225091,0.0252968,0.0632523,0.00817507
3.05131,-0.545534,-0.149407,-0.244773,0.0425013,0.0659402,0.00392752
3.04229,-0.543406,-0.212588,-0.24518,0.0550999,0.0665543,0.00811159
3.03284,-0.568841,-0.0659793,-0.214052,-0.00646063,0.0596991,0.012843
2.83203,-0.495842,-0.168688,-0.197909,0.0297632,0.0539851,0.0119103
2.76356,-0.495315,-0.14557,-0.190806,0.00765295,0.0554656,0.01979
3.32205,-0.666846,-0.185105,-0.284232,0.0334376,0.0843318,0.0137355
2.88313,-0.538107,-0.149199,-0.208381,0.017099,0.0622408,0.0157621
3.14777,-0.627642,-0.195479,-0.24579,0.0214884,0.0742247,0.019805
3.18903,-0.656827,-0.203207,-0.255056,0.0165202,0.0793217,0.0222492
3.36259,-0.706427,-0.26742,-0.282977,0.0393588,0.0879441,0.0228068
3.29306,-0.698493,-0.336959,-0.283375,0.0492472,0.0902546,0.0278511
3.21964,-0.66761,-0.102114,-0.246989,0.00240809,0.0759181,0.0127621
3.03179,-0.549521,-0.147492,-0.235081,0.0252307,0.0656427,0.0126432
