beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7
-0.196296,1.13852,-1.13446,0.796001,0.867136,-0.442829,-0.559601
-0.196296,1.13852,-1.13446,0.796001,0.867136,-0.442829,-0.559602
-0.196296,1.13852,-1.13446,0.796001,0.867136,-0.442829,-0.559602
-0.196295,1.13852,-1.13446,0.795999,0.867132,-0.442828,-0.559598
-0.196295,1.13852,-1.13446,0.795999,0.867131,-0.442827,-0.559598
-0.196292,1.13852,-1.13446,0.796001,0.86713,-0.442827,-0.5596
-0.196293,1.13852,-1.13446,0.796003,0.86713,-0.442827,-0.559601
-0.196294,1.13852,-1.13446,0.796003,0.86713,-0.442827,-0.559601
-0.196291,1.13854,-1.13448,0.795975,0.867109,-0.442807,-0.55957
-0.196286,1.13854,-1.13448,0.795978,0.867103,-0.442811,-0.559571
-0.19629,1.13854,-1.13447,0.795993,0.867101,-0.442819,-0.559568
-0.196288,1.13854,-1.13448,0.795991,0.8671,-0.442814,-0.559569
-0.196288,1.13854,-1.13448,0.795991,0.867099,-0.442814,-0.559567
-0.196291,1.13853,-1.13448,0.796002,0.8671,-0.442819,-0.55957
-0.196288,1.13854,-1.13447,0.796004,0.867098,-0.442818,-0.559573
-0.196281,1.13854,-1.13448,0.796006,0.867104,-0.442823,-0.559565
-0.196284,1.13854,-1.13448,0.796005,0.867104,-0.442822,-0.559564
-0.196284,1.13854,-1.13448,0.796004,0.867105,-0.442821,-0.559564
-0.196291,1.13854,-1.13448,0.796003,0.86709,-0.442829,-0.559574
-0.196285,1.13855,-1.13447,0.796006,0.867091,-0.442828,-0.559573
-0.196285,1.13854,-1.13447,0.796006,0.867088,-0.44283,-0.559573
-0.196279,1.13854,-1.13448,0.796005,0.867091,-0.442827,-0.559573
-0.196277,1.13855,-1.13447,0.796008,0.867092,-0.442825,-0.559575
-0.196256,1.13853,-1.13448,0.79602,0.867077,-0.442858,-0.559584
-0.196261,1.13855,-1.13448,0.796021,0.867062,-0.442846,-0.55958
-0.196261,1.13856,-1.13448,0.796016,0.867071,-0.442846,-0.559577
-0.196252,1.13856,-1.13448,0.796014,0.86708,-0.442852,-0.559578
-0.19626,1.13856,-1.13448,0.796017,0.86708,-0.442848,-0.559576
-0.196244,1.13859,-1.13449,0.796039,0.867076,-0.442817,-0.559556
-0.196304,1.13858,-1.13452,0.796037,0.867037,-0.44277,-0.559598
-0.196275,1.13857,-1.13448,0.796019,0.867025,-0.442734,-0.55957
-0.196293,1.13856,-1.13445,0.796021,0.867032,-0.442723,-0.559556
-0.196297,1.13858,-1.13444,0.796105,0.867119,-0.44276,-0.559605
-0.196294,1.13858,-1.13444,0.796112,0.867121,-0.442772,-0.559602
-0.196239,1.13855,-1.13442,0.796105,0.867096,-0.442757,-0.559564
-0.196215,1.13853,-1.13441,0.796151,0.867076,-0.44271,-0.559564
-0.196214,1.1385,-1.13441,0.79615,0.867073,-0.442723,-0.559544
-0.196197,1.13851,-1.13438,0.796182,0.867126,-0.442682,-0.559521
-0.196121,1.13859,-1.1343,0.796174,0.867139,-0.442688,-0.559467
-0.19614,1.13858,-1.13427,0.796188,0.867146,-0.442697,-0.559493
-0.196149,1.13857,-1.13426,0.796186,0.867145,-0.442717,-0.559494
-0.196152,1.13856,-1.13425,0.796187,0.867142,-0.442729,-0.559492
-0.196146,1.13856,-1.13425,0.796184,0.867145,-0.44273,-0.559494
-0.196231,1.13854,-1.13419,0.796445,0.867111,-0.4427,-0.559531
-0.19622,1.13855,-1.13419,0.796416,0.86711,-0.442757,-0.559605
-0.196268,1.13857,-1.13421,0.796355,0.867055,-0.442773,-0.559638
-0.196287,1.13855,-1.1343,0.796361,0.867133,-0.442793,-0.559619
-0.196148,1.13852,-1.13431,0.796248,0.86713,-0.442888,-0.559623
-0.196148,1.13852,-1.13431,0.796247,0.867128,-0.442889,-0.559625
-0.196145,1.13854,-1.13432,0.796248,0.86712,-0.442881,-0.559639
-0.196105,1.13851,-1.13432,0.796266,0.867118,-0.442882,-0.559636
-0.196101,1.13847,-1.13431,0.796234,0.86712,-0.442832,-0.559635
-0.196051,1.13844,-1.13429,0.796237,0.867107,-0.442867,-0.559644
-0.196045,1.13847,-1.13431,0.796248,0.867071,-0.442868,-0.559596
-0.196056,1.13847,-1.1343,0.796237,0.867056,-0.442878,-0.559593
-0.196066,1.13846,-1.13429,0.796225,0.867057,-0.442883,-0.559593
-0.196081,1.13844,-1.13425,0.796208,0.867046,-0.442891,-0.559586
-0.196081,1.13844,-1.13425,0.796208,0.867046,-0.442891,-0.559586
-0.196081,1.13844,-1.13425,0.796206,0.867042,-0.442892,-0.559589
-0.196075,1.13845,-1.13425,0.796204,0.867041,-0.442888,-0.55958
-0.196078,1.13845,-1.13425,0.796203,0.867037,-0.442886,-0.55958
-0.196078,1.13845,-1.13425,0.796201,0.867038,-0.442888,-0.559584
-0.196079,1.13845,-1.13425,0.796198,0.867038,-0.442889,-0.559583
-0.196082,1.13845,-1.13425,0.796196,0.867038,-0.442889,-0.559582
-0.19608,1.13845,-1.13425,0.796194,0.867038,-0.44289,-0.559585
-0.196014,1.1384,-1.13418,0.796219,0.867078,-0.442865,-0.55962
-0.196015,1.1384,-1.13418,0.796224,0.86708,-0.442865,-0.55962
-0.196019,1.13839,-1.13417,0.796232,0.867082,-0.442867,-0.559621
-0.196019,1.13839,-1.13417,0.796235,0.867081,-0.442869,-0.559622
-0.196017,1.13839,-1.13417,0.796233,0.867081,-0.442869,-0.559622
-0.196024,1.13839,-1.13417,0.79624,0.867083,-0.442866,-0.559623
-0.196014,1.13838,-1.13417,0.796237,0.867075,-0.442871,-0.559619
-0.196013,1.13838,-1.13417,0.796233,0.867078,-0.442873,-0.559617
-0.196015,1.13838,-1.13417,0.796233,0.867083,-0.442874,-0.559617
-0.196015,1.13838,-1.13418,0.796234,0.867084,-0.442878,-0.55962
-0.196014,1.13838,-1.13418,0.796233,0.867082,-0.442879,-0.559617
-0.196014,1.13838,-1.13418,0.796233,0.867082,-0.442877,-0.559618
-0.196014,1.13838,-1.13417,0.796234,0.867081,-0.442877,-0.559619
-0.196011,1.13838,-1.13417,0.796231,0.867084,-0.442875,-0.559621
-0.196023,1.1384,-1.13417,0.796206,0.86707,-0.442863,-0.559632
-0.196007,1.13841,-1.13418,0.796209,0.867071,-0.442864,-0.559636
-0.195995,1.13841,-1.13417,0.796209,0.867073,-0.442863,-0.559635
-0.196006,1.13841,-1.13417,0.7962,0.867084,-0.442874,-0.559637
-0.196007,1.1384,-1.13417,0.7962,0.867084,-0.442875,-0.55964
-0.196008,1.13841,-1.13417,0.796199,0.867083,-0.442877,-0.559641
-0.196009,1.13841,-1.13417,0.796202,0.867081,-0.442874,-0.559645
-0.196013,1.13841,-1.13416,0.796191,0.867072,-0.442868,-0.559639
-0.195976,1.1384,-1.13414,0.796244,0.86708,-0.442814,-0.559655
-0.195935,1.13845,-1.1342,0.79646,0.867052,-0.442802,-0.559733
-0.195977,1.13848,-1.13424,0.796525,0.867049,-0.442792,-0.559731
-0.196023,1.13853,-1.1343,0.796548,0.86704,-0.442855,-0.559773
-0.19605,1.13853,-1.1343,0.796522,0.867058,-0.442825,-0.559775
-0.19608,1.13848,-1.13433,0.796545,0.867087,-0.442844,-0.559773
-0.196056,1.13845,-1.13433,0.796563,0.867052,-0.442873,-0.559802
-0.195939,1.13846,-1.13436,0.796652,0.867266,-0.442863,-0.559851
-0.195913,1.13849,-1.13425,0.796606,0.86735,-0.442936,-0.559867
-0.195948,1.13858,-1.13423,0.79654,0.867406,-0.442955,-0.559816
-0.195938,1.13855,-1.13422,0.796562,0.867401,-0.442927,-0.559794
-0.195929,1.13851,-1.13423,0.79655,0.867424,-0.442945,-0.559798
-0.195926,1.13849,-1.13423,0.796542,0.867426,-0.442939,-0.559801
-0.19594,1.13847,-1.13425,0.79653,0.86742,-0.442929,-0.559796
-0.195945,1.13847,-1.13425,0.796527,0.867434,-0.442928,-0.559807
-0.195947,1.13848,-1.13425,0.796528,0.867432,-0.44293,-0.559806
-0.195998,1.1385,-1.13427,0.796517,0.86746,-0.442901,-0.559811
-0.19601,1.13852,-1.13423,0.796523,0.867495,-0.442855,-0.559813
-0.196007,1.13853,-1.13418,0.796545,0.867469,-0.442821,-0.559829
-0.19609,1.13868,-1.13418,0.796573,0.867485,-0.442695,-0.559712
-0.196215,1.1387,-1.13418,0.796574,0.86743,-0.442717,-0.559601
-0.196231,1.13873,-1.13423,0.796547,0.867418,-0.442697,-0.559619
-0.196262,1.13873,-1.1343,0.79649,0.867466,-0.442709,-0.559628
-0.196262,1.13874,-1.13429,0.796488,0.867458,-0.442695,-0.559617
-0.196273,1.13871,-1.13428,0.796451,0.867462,-0.442686,-0.559621
-0.196264,1.13873,-1.13428,0.79645,0.867462,-0.442695,-0.559607
-0.196249,1.13874,-1.13428,0.796432,0.867466,-0.442706,-0.559618
-0.196261,1.13876,-1.13425,0.796425,0.86747,-0.44268,-0.559623
-0.196283,1.13876,-1.13424,0.796429,0.867456,-0.442678,-0.559598
-0.196287,1.13876,-1.13425,0.796432,0.867464,-0.442684,-0.559599
-0.196295,1.13877,-1.13424,0.796439,0.86745,-0.442691,-0.559598
-0.196294,1.13877,-1.13424,0.796443,0.867458,-0.442693,-0.559597
-0.196295,1.13877,-1.13424,0.796442,0.867458,-0.442692,-0.559597
-0.196265,1.13878,-1.13421,0.796452,0.867462,-0.442698,-0.559629
-0.196254,1.13878,-1.13423,0.796444,0.867472,-0.442698,-0.559665
-0.196173,1.13876,-1.13421,0.796432,0.867372,-0.442765,-0.559685
-0.196182,1.13873,-1.13424,0.796456,0.867354,-0.442745,-0.559652
-0.196198,1.1387,-1.13421,0.796471,0.867347,-0.442772,-0.559692
-0.1962,1.13875,-1.13421,0.796516,0.867339,-0.442809,-0.559726
-0.196143,1.13883,-1.13415,0.796527,0.867364,-0.442836,-0.559666
-0.196144,1.13882,-1.13415,0.796521,0.867365,-0.442838,-0.55965
-0.196207,1.13882,-1.13415,0.796573,0.867441,-0.442822,-0.55967
-0.196191,1.13883,-1.13415,0.796585,0.867477,-0.442808,-0.559645
-0.196191,1.13883,-1.13415,0.796585,0.867477,-0.442808,-0.559645
-0.19619,1.13883,-1.13415,0.796587,0.867476,-0.442807,-0.559645
-0.19619,1.13883,-1.13415,0.796588,0.867477,-0.442807,-0.559645
-0.19619,1.13883,-1.13415,0.796588,0.867476,-0.442808,-0.559644
-0.196188,1.13883,-1.13415,0.796587,0.86748,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796587,0.86748,-0.442806,-0.559641
-0.196189,1.13883,-1.13415,0.796588,0.86748,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796587,0.86748,-0.442805,-0.559642
-0.196188,1.13883,-1.13415,0.796587,0.86748,-0.442805,-0.559642
-0.196187,1.13883,-1.13415,0.796587,0.86748,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796588,0.867481,-0.442806,-0.559642
-0.196188,1.13883,-1.13415,0.796589,0.867481,-0.442805,-0.559641
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559639
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559639
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796589,0.867483,-0.442806,-0.559638
-0.196188,1.13883,-1.13415,0.796586,0.867482,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796588,0.867481,-0.442806,-0.559638
-0.196189,1.13883,-1.13415,0.796588,0.867482,-0.442806,-0.559638
-0.19619,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.19619,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.19619,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.196189,1.13883,-1.13415,0.796586,0.867481,-0.442806,-0.559637
-0.19619,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.196189,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.196189,1.13883,-1.13415,0.796587,0.867481,-0.442806,-0.559637
-0.196189,1.13883,-1.13415,0.796586,0.867482,-0.442806,-0.559637
-0.196188,1.13883,-1.13415,0.796586,0.867483,-0.442806,-0.559637
-0.196187,1.13883,-1.13415,0.796585,0.867476,-0.442806,-0.559637
-0.196188,1.13883,-1.13415,0.796585,0.867477,-0.442805,-0.559636
-0.196188,1.13883,-1.13415,0.796586,0.867477,-0.442805,-0.559636
-0.196188,1.13883,-1.13415,0.796585,0.867477,-0.442805,-0.559636
-0.196188,1.13883,-1.13415,0.796586,0.867476,-0.442806,-0.559636
-0.196189,1.13883,-1.13415,0.796586,0.867477,-0.442807,-0.559637
-0.19619,1.13883,-1.13415,0.796585,0.867476,-0.442807,-0.559639
-0.19619,1.13883,-1.13415,0.796586,0.867477,-0.442807,-0.559638
-0.196189,1.13883,-1.13415,0.796587,0.867477,-0.442808,-0.559637
-0.196189,1.13883,-1.13415,0.796587,0.867477,-0.442808,-0.559637
-0.19619,1.13883,-1.13415,0.796587,0.867475,-0.442807,-0.559638
-0.196191,1.13883,-1.13416,0.796587,0.867475,-0.442808,-0.559638
-0.196191,1.13883,-1.13416,0.796587,0.867475,-0.442808,-0.559638
-0.19619,1.13883,-1.13415,0.796587,0.867474,-0.442808,-0.559639
-0.19619,1.13883,-1.13415,0.796589,0.867473,-0.442808,-0.55964
-0.19619,1.13883,-1.13415,0.79659,0.867473,-0.442809,-0.55964
-0.19619,1.13883,-1.13415,0.796589,0.867468,-0.442807,-0.559639
-0.196189,1.13883,-1.13415,0.79659,0.867469,-0.442805,-0.559643
-0.196187,1.13883,-1.13415,0.796591,0.86747,-0.442804,-0.559642
-0.196183,1.13883,-1.13415,0.796592,0.86747,-0.442802,-0.559641
-0.196185,1.13882,-1.13415,0.796589,0.86747,-0.442803,-0.559643
-0.196183,1.13883,-1.13415,0.796588,0.86747,-0.442804,-0.559643
-0.196184,1.13883,-1.13415,0.796588,0.86747,-0.442804,-0.559643
-0.196181,1.13882,-1.13415,0.796587,0.867469,-0.442804,-0.559646
-0.196181,1.13882,-1.13415,0.796578,0.867473,-0.442806,-0.559646
-0.196186,1.13882,-1.13414,0.79658,0.86747,-0.442791,-0.55965
-0.196196,1.13882,-1.13415,0.79658,0.867473,-0.442795,-0.559653
-0.196202,1.13881,-1.13414,0.796573,0.86747,-0.442792,-0.559652
-0.196199,1.13881,-1.13415,0.796567,0.867471,-0.442796,-0.559665
-0.196203,1.13882,-1.13417,0.796574,0.867461,-0.4428,-0.559652
-0.19619,1.13882,-1.13416,0.796587,0.867476,-0.442809,-0.559644
-0.196192,1.13882,-1.13416,0.796588,0.867476,-0.442809,-0.559645
-0.196193,1.13882,-1.13416,0.796588,0.867475,-0.442808,-0.559643
-0.196193,1.13882,-1.13417,0.796589,0.867475,-0.442804,-0.559636
-0.196193,1.13883,-1.13417,0.796589,0.867474,-0.442803,-0.559636
-0.196193,1.13882,-1.13417,0.796587,0.867476,-0.442804,-0.559633
-0.196193,1.13882,-1.13417,0.796588,0.867475,-0.442804,-0.559632
-0.196193,1.13882,-1.13417,0.796588,0.867475,-0.442804,-0.559632
-0.196193,1.13882,-1.13417,0.796588,0.867475,-0.442805,-0.559632
-0.196194,1.13882,-1.13417,0.796588,0.867475,-0.442805,-0.559631
-0.196193,1.13882,-1.13417,0.796588,0.867476,-0.442806,-0.559631
-0.196193,1.13882,-1.13417,0.796588,0.867476,-0.442806,-0.559632
-0.196193,1.13882,-1.13417,0.796588,0.867476,-0.442806,-0.559632
-0.196193,1.13882,-1.13417,0.79659,0.867474,-0.442807,-0.559632
-0.196193,1.13882,-1.13417,0.79659,0.867474,-0.442807,-0.559632
-0.196194,1.13882,-1.13417,0.79659,0.867474,-0.442807,-0.559632
-0.196194,1.13882,-1.13417,0.79659,0.867474,-0.442807,-0.559632
-0.196194,1.13882,-1.13417,0.796591,0.867475,-0.442806,-0.559632
-0.196193,1.13882,-1.13417,0.796591,0.867474,-0.442807,-0.559633
-0.196193,1.13883,-1.13417,0.796592,0.867474,-0.442807,-0.559633
-0.196192,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559634
-0.196193,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559633
-0.196193,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559633
-0.196193,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559633
-0.196193,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559633
-0.196193,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559633
-0.196194,1.13883,-1.13417,0.796591,0.867474,-0.442808,-0.559634
-0.196189,1.13882,-1.13417,0.796594,0.86747,-0.442807,-0.559635
-0.196189,1.13882,-1.13417,0.796595,0.867471,-0.442807,-0.559636
-0.196188,1.13882,-1.13417,0.796595,0.867471,-0.442808,-0.559637
-0.196188,1.13882,-1.13417,0.796596,0.867472,-0.442808,-0.559636
-0.19619,1.13882,-1.13417,0.796599,0.867475,-0.442804,-0.559632
-0.19619,1.13882,-1.13416,0.796598,0.867475,-0.442804,-0.559634
-0.196191,1.13882,-1.13417,0.796599,0.867476,-0.442804,-0.559636
-0.196191,1.13883,-1.13417,0.796602,0.867477,-0.442803,-0.559637
-0.196192,1.13883,-1.13416,0.796611,0.867471,-0.442802,-0.559629
-0.196194,1.13883,-1.13416,0.796611,0.867472,-0.442805,-0.55963
-0.196195,1.13883,-1.13416,0.796612,0.867471,-0.442805,-0.559631
-0.196194,1.13883,-1.13416,0.796612,0.867471,-0.442806,-0.559631
-0.196194,1.13883,-1.13416,0.796611,0.867472,-0.442806,-0.55963
-0.196193,1.13883,-1.13416,0.796611,0.867471,-0.442806,-0.55963
-0.196194,1.13883,-1.13416,0.796612,0.867469,-0.442805,-0.559629
-0.196196,1.13883,-1.13416,0.796615,0.867467,-0.442804,-0.559627
-0.196196,1.13883,-1.13416,0.796615,0.867467,-0.442804,-0.559627
-0.196196,1.13883,-1.13416,0.796616,0.867467,-0.442803,-0.559627
-0.196196,1.13883,-1.13416,0.796616,0.867468,-0.442807,-0.559624
-0.196197,1.13883,-1.13416,0.796616,0.867468,-0.442808,-0.559623
-0.196197,1.13883,-1.13416,0.796615,0.867468,-0.442809,-0.559622
-0.196197,1.13883,-1.13416,0.796616,0.867468,-0.442809,-0.559622
-0.196198,1.13883,-1.13416,0.796615,0.86747,-0.442809,-0.559624
-0.196197,1.13883,-1.13416,0.796614,0.867474,-0.442812,-0.559622
-0.196196,1.13883,-1.13416,0.796613,0.867471,-0.442811,-0.559623
-0.196195,1.13882,-1.13416,0.796615,0.867473,-0.442813,-0.559624
-0.196195,1.13882,-1.13416,0.796616,0.867473,-0.442813,-0.559626
-0.196196,1.13882,-1.13416,0.796615,0.867475,-0.44281,-0.559625
-0.196198,1.13882,-1.13416,0.796618,0.867475,-0.44281,-0.559626
-0.196198,1.13882,-1.13416,0.796618,0.867476,-0.442808,-0.559626
-0.196198,1.13882,-1.13416,0.796619,0.867477,-0.442807,-0.559627
-0.196198,1.13882,-1.13416,0.796619,0.867477,-0.442807,-0.559626
-0.196198,1.13882,-1.13416,0.796619,0.867477,-0.442806,-0.559627
-0.196203,1.13882,-1.13416,0.796627,0.867479,-0.442808,-0.559624
-0.196199,1.13882,-1.13416,0.796627,0.867479,-0.442803,-0.559625
-0.196199,1.13882,-1.13416,0.796625,0.867479,-0.442805,-0.559626
-0.196199,1.13882,-1.13416,0.796626,0.867479,-0.442804,-0.559626
-0.196268,1.13878,-1.13413,0.796684,0.867389,-0.44281,-0.559673
-0.196244,1.13879,-1.13413,0.796683,0.867354,-0.442815,-0.559673
-0.196305,1.13877,-1.13407,0.796677,0.867393,-0.442807,-0.559664
-0.196297,1.13875,-1.13407,0.796649,0.867393,-0.442803,-0.559663
-0.196296,1.13874,-1.13407,0.796656,0.867391,-0.442794,-0.559649
-0.196296,1.13874,-1.13407,0.79666,0.867392,-0.442794,-0.559652
-0.196302,1.13874,-1.13408,0.796658,0.867387,-0.442795,-0.559655
-0.196325,1.13875,-1.13408,0.796644,0.867422,-0.442739,-0.559631
-0.19632,1.13877,-1.13409,0.796677,0.867432,-0.44272,-0.559597
-0.196229,1.13878,-1.1341,0.796663,0.867439,-0.442735,-0.559592
-0.196231,1.13878,-1.1341,0.796661,0.867438,-0.442737,-0.559593
-0.196235,1.13877,-1.13409,0.79666,0.867428,-0.442737,-0.559589
-0.196245,1.13873,-1.13411,0.796657,0.867443,-0.442749,-0.559604
-0.196245,1.13875,-1.13411,0.79665,0.867441,-0.442756,-0.55961
-0.19624,1.13875,-1.13411,0.79665,0.867441,-0.44276,-0.559614
-0.196237,1.13875,-1.13411,0.79665,0.867443,-0.442766,-0.559618
-0.196262,1.13884,-1.1341,0.796721,0.867451,-0.442666,-0.559619
-0.196293,1.1388,-1.13411,0.796676,0.867436,-0.442645,-0.559619
-0.196468,1.13875,-1.13406,0.796697,0.867333,-0.442665,-0.55953
-0.196459,1.13874,-1.13405,0.796689,0.867335,-0.44264,-0.559493
-0.196482,1.13876,-1.13406,0.796702,0.86732,-0.442655,-0.559502
-0.196479,1.13878,-1.13404,0.796685,0.867323,-0.442667,-0.559512
-0.196504,1.13884,-1.13398,0.796674,0.867328,-0.442636,-0.559567
-0.196529,1.13877,-1.13391,0.796597,0.867352,-0.442626,-0.559614
-0.196458,1.13882,-1.13394,0.7966,0.867382,-0.442542,-0.559589
-0.195855,1.13866,-1.13388,0.79675,0.867629,-0.442425,-0.55902
-0.195836,1.13867,-1.13388,0.796773,0.867611,-0.442403,-0.558998
-0.195798,1.13861,-1.13395,0.796686,0.86765,-0.442416,-0.55904
-0.195861,1.13855,-1.13402,0.796647,0.867588,-0.442389,-0.559107
-0.195802,1.1386,-1.134,0.796658,0.867602,-0.442436,-0.559038
-0.195795,1.13866,-1.13384,0.796682,0.867556,-0.442618,-0.559021
-0.19575,1.13862,-1.13388,0.796623,0.867501,-0.442607,-0.55896
-0.195776,1.13853,-1.13388,0.796597,0.867457,-0.442513,-0.558846
-0.195756,1.1386,-1.13408,0.796451,0.867579,-0.44241,-0.558833
-0.195832,1.13857,-1.13402,0.796378,0.86758,-0.442316,-0.558819
-0.195919,1.13856,-1.13405,0.796398,0.867568,-0.442282,-0.558824
-0.195894,1.13848,-1.13403,0.796405,0.867441,-0.442238,-0.558946
-0.196189,1.13836,-1.13407,0.796098,0.867412,-0.442465,-0.558922
-0.196173,1.13842,-1.13402,0.796094,0.867449,-0.44247,-0.558968
-0.196072,1.13849,-1.13402,0.796125,0.86749,-0.44254,-0.558909
-0.196125,1.13841,-1.13401,0.79605,0.867497,-0.442458,-0.558781
-0.195575,1.13833,-1.13366,0.796088,0.867774,-0.442312,-0.558542
-0.195333,1.13822,-1.13362,0.796007,0.868104,-0.44218,-0.558544
-0.195338,1.13815,-1.13369,0.795457,0.867819,-0.442194,-0.558182
-0.195335,1.13813,-1.1337,0.795505,0.867865,-0.4422,-0.558118
-0.195234,1.13803,-1.13371,0.795496,0.867856,-0.44208,-0.55821
-0.195293,1.13801,-1.13368,0.795451,0.867822,-0.442042,-0.5582
-0.195269,1.13805,-1.13366,0.795543,0.86764,-0.442029,-0.558258
-0.195144,1.13775,-1.1336,0.795255,0.867833,-0.441775,-0.558163
-0.194848,1.13785,-1.13398,0.795072,0.867963,-0.441959,-0.557832
-0.194811,1.13844,-1.13414,0.795178,0.867817,-0.441905,-0.557821
-0.194787,1.13874,-1.13443,0.795058,0.868131,-0.442023,-0.557394
-0.194707,1.13881,-1.13428,0.795144,0.868124,-0.441853,-0.557358
-0.194839,1.13895,-1.13424,0.795111,0.868171,-0.441968,-0.557312
-0.19528,1.13876,-1.13402,0.794944,0.86815,-0.441878,-0.556187
-0.19551,1.13878,-1.13426,0.794932,0.868406,-0.441726,-0.556278
-0.195602,1.13863,-1.13439,0.794699,0.868462,-0.441593,-0.556295
-0.195109,1.13884,-1.13441,0.795026,0.868941,-0.441292,-0.555527
-0.195013,1.13868,-1.13432,0.794918,0.869244,-0.441339,-0.555506
-0.194866,1.13862,-1.13441,0.794696,0.869216,-0.441318,-0.555497
-0.194874,1.13868,-1.13405,0.794686,0.869286,-0.441648,-0.555193
-0.194608,1.1385,-1.13436,0.794257,0.869318,-0.441488,-0.554968
-0.19465,1.13852,-1.13426,0.794329,0.86959,-0.441155,-0.555007
-0.19479,1.13836,-1.13416,0.79462,0.869733,-0.441309,-0.55464
-0.194835,1.13837,-1.13418,0.794674,0.869627,-0.441328,-0.554747
-0.194933,1.13864,-1.13437,0.794476,0.869722,-0.441442,-0.554656
-0.194949,1.13911,-1.13424,0.794311,0.870218,-0.441115,-0.554075
-0.194852,1.13881,-1.13416,0.794619,0.870105,-0.441162,-0.55393
