beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7
0.684134,1.95691,-0.211811,0.0717675,0.114022,-0.205835,0.0773179
0.682017,2.03988,-0.184717,0.0647282,0.132659,-0.217488,0.0631274
1.54977,1.68062,-0.161272,-0.0532018,0.102435,-0.167956,0.0721611
0.898361,1.95421,-0.183197,0.0185224,0.121934,-0.199021,0.0683681
0.878699,1.91986,-0.263014,0.043922,0.143083,-0.202435,0.0691552
1.11694,1.88095,-0.0912159,-0.00314878,0.113041,-0.19173,0.0570305
1.06392,1.8905,-0.109493,0.0122176,0.114188,-0.19779,0.0597292
1.01332,1.89431,-0.117513,0.0181941,0.111514,-0.197455,0.0609466
1.79083,1.60189,-0.317903,-0.11535,0.138818,-0.147638,0.0784413
1.46828,1.70141,-0.257092,-0.04498,0.12497,-0.169835,0.0765921
1.39505,1.77134,-0.0998331,-0.0352331,0.100084,-0.179095,0.0648964
1.72815,1.69334,-0.119661,-0.0989883,0.132482,-0.163138,0.0526251
1.72114,1.7087,-0.115236,-0.0993996,0.13171,-0.164244,0.0533728
1.82924,1.57261,-0.199236,-0.103857,0.108909,-0.147224,0.0775127
1.48372,1.70112,-0.207028,-0.0665324,0.131204,-0.164294,0.0644211
1.07064,1.79464,-0.272989,0.0129906,0.117614,-0.1835,0.082616
1.17668,1.79849,-0.278745,-0.00561295,0.11965,-0.181453,0.0829818
1.15509,1.80172,-0.291845,-0.00324978,0.127156,-0.182299,0.0806283
1.39811,1.73005,-0.24631,-0.0474367,0.136447,-0.168046,0.0719526
1.24027,1.83618,-0.215128,-0.0210903,0.148629,-0.185608,0.0592447
1.00811,1.92686,-0.238714,0.0125527,0.148272,-0.198993,0.0625886
0.969048,1.86675,-0.257871,0.0274305,0.113687,-0.194296,0.0807241
1.26106,1.81942,-0.198702,-0.0324344,0.125909,-0.179977,0.0686807
1.68659,1.69913,-0.131354,-0.0741626,0.114964,-0.170355,0.0618439
1.60711,1.64152,-0.342273,-0.0910099,0.140905,-0.151277,0.082412
1.33727,1.77298,-0.293476,-0.0592859,0.160556,-0.168327,0.0659014
1.28082,1.79155,-0.16984,-0.0175603,0.122016,-0.184294,0.0627479
1.24494,1.85357,-0.0858207,-0.0151468,0.110309,-0.191705,0.0565555
1.25992,1.85799,-0.073155,-0.0140416,0.109,-0.191748,0.0586195
1.30157,1.75798,-0.369328,-0.0277347,0.144411,-0.1739,0.0854245
1.50451,1.75323,-0.252673,-0.0646709,0.162928,-0.172137,0.0601088
1.25954,1.79602,-0.17364,-0.0302236,0.116936,-0.177781,0.069396
1.15702,1.79828,-0.284149,-0.00219695,0.134536,-0.183537,0.0755533
1.11619,1.84705,-0.184137,-0.0091877,0.127015,-0.185594,0.0651721
1.29554,1.79405,-0.0819224,-0.0169784,0.102961,-0.184187,0.0604324
1.32569,1.8368,-0.119031,-0.0350384,0.137805,-0.18658,0.0484813
0.967368,1.79822,-0.354398,0.0341867,0.12038,-0.185387,0.092968
1.10415,1.785,-0.313405,0.0121608,0.129657,-0.182874,0.0831944
0.905251,1.878,-0.329303,0.0214931,0.128982,-0.189494,0.0850297
1.47466,1.7186,-0.341076,-0.0606865,0.146921,-0.167024,0.0788253
1.37461,1.67239,-0.315383,-0.036378,0.1107,-0.162484,0.0926893
1.35269,1.77124,-0.192763,-0.0487578,0.136955,-0.174614,0.0596719
1.44258,1.75792,-0.183648,-0.0439494,0.124751,-0.176161,0.0647545
1.23603,1.749,-0.36364,-0.0130475,0.145469,-0.176037,0.0836247
1.34154,1.82902,-0.0218207,-0.021324,0.0982282,-0.190166,0.0543629
1.09411,1.89261,-0.28629,-0.00310616,0.146583,-0.193443,0.0714599
1.1757,1.8633,-0.178349,-0.0146198,0.135128,-0.189943,0.0595818
1.18422,1.79697,-0.345901,-0.0199961,0.145642,-0.175684,0.0826088
1.4795,1.72019,-0.268999,-0.0549979,0.124056,-0.168608,0.079005
1.55579,1.71172,-0.11038,-0.0612888,0.103695,-0.168178,0.0656193
1.54332,1.70928,-0.105936,-0.061917,0.104765,-0.16826,0.0656276
1.52784,1.67897,-0.352405,-0.0749878,0.147638,-0.158177,0.0791442
1.37518,1.77876,-0.252845,-0.0506477,0.14739,-0.174471,0.067538
1.78228,1.62608,-0.191294,-0.102429,0.134624,-0.155057,0.063702
1.87378,1.54557,-0.186298,-0.11648,0.114766,-0.143635,0.0706358
1.29457,1.738,-0.334594,-0.0355669,0.146673,-0.168765,0.0774316
1.01854,1.78881,-0.370298,0.00998988,0.129146,-0.176582,0.0931346
1.13094,1.82936,-0.328198,0.00610994,0.129515,-0.187498,0.0856001
0.997391,1.89897,-0.223117,0.0123063,0.135851,-0.193743,0.0659625
1.16586,1.80695,-0.238013,-0.00863406,0.113225,-0.179492,0.0824406
1.28353,1.76076,-0.241145,-0.027694,0.121734,-0.17624,0.0746162
1.51378,1.72158,-0.184573,-0.0595885,0.12521,-0.169583,0.0676818
1.42841,1.7174,-0.219662,-0.0571217,0.134018,-0.165311,0.068736
1.54272,1.68351,-0.200963,-0.0689207,0.114442,-0.162668,0.0736224
1.31653,1.77003,-0.288946,-0.0364055,0.155574,-0.175547,0.0673798
1.27649,1.7947,-0.305841,-0.0381781,0.146403,-0.175564,0.0753327
1.41924,1.75908,-0.10323,-0.025524,0.104226,-0.181959,0.0627079
0.921848,1.94233,-0.216139,0.0165719,0.134479,-0.198756,0.066398
1.06172,1.95582,-0.0945223,0.00791173,0.131739,-0.203146,0.0514405
1.03969,1.95851,-0.105379,0.000399148,0.128764,-0.201931,0.0519489
1.07929,1.82303,-0.255386,0.00100645,0.139735,-0.182988,0.0710093
1.48512,1.71413,-0.185961,-0.0391735,0.101329,-0.174184,0.0762594
1.37227,1.72691,-0.160752,-0.0301638,0.0938109,-0.173417,0.0756848
1.29948,1.81316,-0.177013,-0.0384561,0.141553,-0.179418,0.0581459
1.31189,1.7121,-0.158313,-0.0240646,0.0980634,-0.169774,0.0760722
1.38688,1.71932,-0.190838,-0.0560149,0.121143,-0.163819,0.0686261
1.19568,1.77191,-0.248734,-0.0255258,0.13131,-0.171432,0.0765145
1.3169,1.82888,-0.180506,-0.0302364,0.127532,-0.185571,0.0631625
1.42938,1.75785,-0.215208,-0.0515266,0.113681,-0.173285,0.0757568
1.31208,1.75219,-0.240979,-0.0287915,0.134243,-0.175215,0.067709
1.3952,1.77374,-0.164454,-0.052992,0.135536,-0.17359,0.0573444
1.29161,1.72453,-0.291259,-0.0293282,0.129757,-0.169153,0.0801554
1.23106,1.75498,-0.302145,-0.028051,0.128845,-0.170278,0.0829306
1.21565,1.78363,-0.292254,-0.029794,0.129821,-0.173032,0.0816996
1.69608,1.7021,-0.134522,-0.0919848,0.13168,-0.164446,0.0567192
1.20535,1.73889,-0.27404,-0.00541969,0.113719,-0.174316,0.0851884
1.0408,1.90682,-0.231146,0.003605,0.141435,-0.194053,0.0659526
1.18516,1.81035,-0.300437,-0.0188635,0.133124,-0.180448,0.0794525
1.00708,1.83391,-0.23697,0.00968718,0.121811,-0.184933,0.0759878
1.12411,1.81619,-0.274483,-0.00222726,0.13892,-0.184674,0.0715283
1.30761,1.79917,-0.086071,-0.0112812,0.105622,-0.187863,0.0594969
1.05145,1.90749,-0.0695119,0.0157456,0.105755,-0.199461,0.0574248
0.805682,1.97118,-0.092667,0.0524633,0.112177,-0.210809,0.0569691
1.13189,1.85111,-0.20342,0.00169758,0.108207,-0.190798,0.0769072
1.12175,1.81689,-0.179571,0.00901332,0.10796,-0.185803,0.0739919
1.10041,1.83614,-0.173187,0.0128581,0.10579,-0.191065,0.0726497
1.47359,1.69508,-0.232469,-0.0677037,0.139273,-0.159953,0.0677942
1.482,1.73801,-0.0888183,-0.0582758,0.123636,-0.171241,0.052724
1.54876,1.68917,-0.212416,-0.0740069,0.114896,-0.160716,0.0753648
1.02739,1.85665,-0.278288,0.00289528,0.132051,-0.186421,0.0773559
1.21848,1.78181,-0.306168,-0.0165633,0.129597,-0.17737,0.0824928
1.48842,1.68623,-0.285209,-0.0530894,0.144948,-0.166386,0.0712906
1.32663,1.72731,-0.295477,-0.0353987,0.124308,-0.168094,0.0847745
1.28747,1.73493,-0.296528,-0.0218473,0.130911,-0.172096,0.0820975
1.1507,1.7973,-0.310419,-0.0201427,0.135834,-0.173679,0.0834986
1.27505,1.74426,-0.244258,-0.00608492,0.109061,-0.178288,0.084431
1.50037,1.72501,-0.22579,-0.0672386,0.138024,-0.166809,0.0651196
1.23323,1.78821,-0.258395,-0.00898354,0.113198,-0.182928,0.0817298
1.17638,1.74544,-0.246164,-0.0163254,0.115788,-0.170662,0.0802477
1.32601,1.7436,-0.325504,-0.04399,0.143577,-0.170447,0.0758693
1.34539,1.77069,-0.301856,-0.0328059,0.152353,-0.17685,0.071492
0.885833,1.9336,-0.0356424,0.045706,0.0685154,-0.20559,0.0694218
0.984723,1.94508,-0.0663081,0.0282022,0.0931106,-0.206034,0.0633515
1.31345,1.78645,-0.118368,-0.0184112,0.117702,-0.182044,0.0611784
1.28531,1.84127,-0.156662,-0.0375984,0.114756,-0.183895,0.0651417
0.931536,1.91033,-0.131348,0.043644,0.104635,-0.205291,0.0653495
0.86243,1.92968,-0.152789,0.047694,0.123063,-0.205943,0.060641
1.10716,1.85043,-0.106347,0.0114739,0.091546,-0.191022,0.0705427
1.15047,1.83156,-0.257557,-0.00497499,0.123087,-0.18523,0.0783491
1.05502,1.83772,-0.321974,0.00870221,0.153402,-0.186374,0.0735278
1.20994,1.80267,-0.308579,-0.0107768,0.1198,-0.182799,0.0877539
1.37305,1.72853,-0.285364,-0.0442971,0.141759,-0.168849,0.0743136
1.18614,1.82849,-0.191173,-0.00246887,0.112526,-0.188249,0.073511
1.1581,1.79607,-0.231987,-0.00484714,0.117926,-0.180881,0.0764103
0.987449,1.86858,-0.231352,0.0224223,0.123399,-0.192219,0.0746105
1.09138,1.85427,-0.232596,0.0022697,0.127055,-0.188341,0.0736301
1.43014,1.73972,-0.171946,-0.0519349,0.115134,-0.168826,0.0716874
1.36434,1.81159,-0.0967718,-0.0383654,0.125762,-0.183663,0.0501942
1.04795,1.80943,-0.358766,0.00762317,0.129727,-0.18204,0.0897429
1.34936,1.76311,-0.328015,-0.037752,0.149314,-0.174803,0.0760924
1.25887,1.7489,-0.337709,-0.0214118,0.140729,-0.17323,0.0817452
1.37665,1.70908,-0.3127,-0.0527957,0.141037,-0.162328,0.0782728
1.00004,1.88201,-0.122483,0.026898,0.10846,-0.196895,0.0642584
0.810478,1.96969,-0.140633,0.057445,0.119075,-0.210541,0.0623665
1.18081,1.85095,-0.150238,-0.0192642,0.12601,-0.185242,0.0614422
1.3663,1.75208,-0.218285,-0.0433791,0.119758,-0.171683,0.0741826
1.35995,1.74306,-0.199373,-0.0434022,0.115214,-0.169687,0.0743673
1.30662,1.73502,-0.175166,-0.0209164,0.113949,-0.173969,0.070845
1.07877,1.81943,-0.171591,0.00454786,0.105329,-0.184575,0.073344
1.00902,1.88094,-0.18538,0.00455634,0.133399,-0.188641,0.0645981
1.55706,1.71502,-0.168852,-0.0642093,0.107824,-0.168369,0.0724473
1.56259,1.67511,-0.148768,-0.0612531,0.115088,-0.163593,0.0665928
1.32464,1.75518,-0.201108,-0.0210848,0.0971831,-0.178102,0.0802074
1.18038,1.87262,-0.152573,-0.0093778,0.141215,-0.191475,0.0554146
1.39882,1.76259,-0.269737,-0.0527924,0.152583,-0.172177,0.0660283
1.39564,1.72583,-0.222825,-0.0477222,0.119598,-0.167237,0.0759802
1.53381,1.72391,-0.212542,-0.083039,0.145503,-0.162717,0.0625166
1.47012,1.70566,-0.252347,-0.0593194,0.129523,-0.164991,0.0738226
1.51797,1.70676,-0.228347,-0.0612864,0.120809,-0.166978,0.0745816
1.51133,1.68845,-0.268479,-0.068896,0.138366,-0.160641,0.0726571
1.18279,1.82791,-0.207156,-0.0143371,0.12425,-0.184925,0.0671938
1.58077,1.69354,-0.182243,-0.0614307,0.114242,-0.166707,0.0729116
1.49456,1.68598,-0.284787,-0.0616525,0.120876,-0.16135,0.0844618
1.15822,1.8449,-0.248495,-0.0204517,0.142978,-0.18425,0.0656749
1.44271,1.68981,-0.244549,-0.0405768,0.108879,-0.166515,0.0835647
1.69368,1.63857,-0.222258,-0.0857193,0.119643,-0.156692,0.0755319
1.44888,1.6808,-0.204284,-0.0426327,0.102922,-0.164631,0.0804644
1.4566,1.67919,-0.255305,-0.054443,0.107384,-0.161378,0.0847944
1.19077,1.82626,-0.294297,-0.0228896,0.149798,-0.18153,0.0718358
1.09407,1.79784,-0.342106,0.0141596,0.120195,-0.184358,0.0924894
1.2675,1.88163,-0.0804633,-0.0273541,0.121,-0.19187,0.0522315
1.54098,1.66226,-0.317166,-0.0678416,0.12415,-0.159713,0.0858299
1.4144,1.7447,-0.187818,-0.0411456,0.125272,-0.173759,0.0674847
1.29843,1.78746,-0.214291,-0.0331215,0.130806,-0.177009,0.0687441
1.34165,1.68471,-0.383779,-0.0372775,0.137803,-0.163908,0.0895893
1.03801,1.87615,-0.127402,0.0220508,0.118846,-0.196045,0.0630986
1.57071,1.70905,-0.245713,-0.0618789,0.135716,-0.167291,0.072732
1.55751,1.70889,-0.251995,-0.0656714,0.128892,-0.170559,0.0707467
1.53042,1.66726,-0.211425,-0.0743067,0.12392,-0.15611,0.0717591
1.28285,1.75897,-0.293329,-0.0232116,0.137692,-0.174234,0.0776458
1.09395,1.79875,-0.276746,0.00105782,0.116319,-0.180346,0.0832876
1.58983,1.71188,-0.142654,-0.078628,0.134727,-0.164171,0.0570404
1.62212,1.69624,-0.253811,-0.0786779,0.127237,-0.165564,0.0722837
1.41123,1.78443,-0.264001,-0.0446406,0.135282,-0.178446,0.0726507
1.38254,1.76323,-0.275074,-0.0429658,0.14253,-0.174363,0.0710236
1.4356,1.70247,-0.308005,-0.0438382,0.122453,-0.168123,0.0860376
1.23198,1.83991,-0.10702,-0.0219173,0.133327,-0.186218,0.0493451
1.28545,1.68939,-0.277833,-0.0267474,0.117298,-0.16429,0.0839798
1.37133,1.75536,-0.358881,-0.0417974,0.143924,-0.173756,0.082058
1.09749,1.76159,-0.381732,-0.00700517,0.155789,-0.172479,0.0816259
1.14574,1.82419,-0.406316,-0.0114234,0.156,-0.182378,0.0843416
1.159,1.82512,-0.323525,-0.00491428,0.127672,-0.18505,0.0863192
1.10745,1.77936,-0.269961,-0.00359309,0.127535,-0.177083,0.0766635
1.61342,1.66118,-0.306685,-0.0742524,0.130781,-0.160879,0.0813462
1.5365,1.70904,-0.130408,-0.063738,0.122713,-0.167147,0.0593482
1.60934,1.68297,-0.121517,-0.0786782,0.12246,-0.162204,0.0581839
1.21424,1.77186,-0.192469,-0.0140696,0.132899,-0.177488,0.0641402
1.19466,1.78564,-0.190595,-0.0246887,0.130206,-0.175337,0.0636849
1.44148,1.77903,-0.158475,-0.0411448,0.121523,-0.180243,0.0636452
1.49938,1.72622,-0.233531,-0.0576785,0.119103,-0.170592,0.0749332
1.45207,1.73524,-0.236916,-0.0680652,0.150521,-0.165685,0.061767
1.53727,1.69261,-0.240592,-0.0689271,0.133967,-0.163013,0.0712648
1.53028,1.74298,-0.254336,-0.0786071,0.143906,-0.167086,0.0666403
1.62982,1.55999,-0.326538,-0.0878861,0.113083,-0.141318,0.0918842
1.68133,1.58902,-0.35178,-0.0760172,0.110664,-0.152062,0.096377
1.55184,1.69767,-0.264408,-0.0814306,0.132654,-0.160745,0.0744096
1.42572,1.69054,-0.261992,-0.0521675,0.127293,-0.162239,0.0772194
1.52723,1.69442,-0.348974,-0.0690682,0.147732,-0.16201,0.0790756
1.33504,1.73982,-0.327174,-0.0403151,0.148233,-0.168944,0.0764361
1.23082,1.79874,-0.179876,-0.0179492,0.115629,-0.18151,0.070117
1.34357,1.79164,-0.260078,-0.0330966,0.134252,-0.179596,0.073685
1.20439,1.79692,-0.300704,-0.0218305,0.15093,-0.179043,0.0697045
1.39177,1.80279,-0.209809,-0.0419101,0.135601,-0.181097,0.0657197
1.44219,1.72025,-0.258631,-0.0641867,0.12036,-0.163238,0.0786357
1.40636,1.74951,-0.259877,-0.068554,0.141042,-0.166415,0.0685753
1.27401,1.78525,-0.414608,-0.0323865,0.158866,-0.174517,0.0866484
1.42906,1.73458,-0.261296,-0.0571701,0.144474,-0.168483,0.0666298
1.48465,1.71179,-0.256507,-0.0643688,0.133559,-0.166404,0.0703838
1.49314,1.72308,-0.257539,-0.0699275,0.134837,-0.16673,0.069605
1.68395,1.64829,-0.34874,-0.105354,0.161605,-0.152593,0.0714468
1.89007,1.62016,-0.259124,-0.117893,0.139293,-0.152987,0.0710236
1.68774,1.58711,-0.231398,-0.0935719,0.124484,-0.146815,0.0739579
1.40811,1.66349,-0.284026,-0.0500204,0.116888,-0.158066,0.0864247
1.33553,1.80398,-0.265154,-0.0445414,0.153989,-0.177927,0.0646794
1.60275,1.72255,-0.0947957,-0.0660494,0.119138,-0.17231,0.0547215
1.67897,1.72364,-0.189668,-0.101482,0.149416,-0.16374,0.0557265
1.71863,1.66504,-0.12165,-0.0911541,0.13124,-0.16094,0.0533524
1.67793,1.69515,-0.127916,-0.0951004,0.142741,-0.162511,0.0500249
1.7147,1.71179,-0.134369,-0.0961274,0.141166,-0.166468,0.0499193
1.01385,1.82518,-0.281561,0.0178341,0.0993631,-0.184771,0.0931164
1.19989,1.82388,-0.25945,-0.00944457,0.135396,-0.186503,0.0708809
1.63795,1.61749,-0.281315,-0.0920159,0.123015,-0.14945,0.0815836
1.14817,1.84602,-0.233813,-0.00386112,0.136124,-0.187409,0.0697718
1.22842,1.74454,-0.297745,-0.0112253,0.113291,-0.17512,0.0882614
1.23874,1.82782,-0.226757,-0.0290475,0.159463,-0.182972,0.0552688
1.25572,1.85373,-0.226481,-0.0367926,0.156364,-0.184336,0.0561589
1.34421,1.83138,-0.204436,-0.0370593,0.145238,-0.185924,0.0576615
1.22732,1.83273,-0.255881,-0.0277465,0.163657,-0.183861,0.0555993
1.26353,1.8929,-0.175844,-0.0288402,0.16426,-0.193379,0.0466469
1.21988,1.75847,-0.19734,0.00232576,0.0749457,-0.181081,0.0904776
1.23841,1.77214,-0.251574,-0.0133628,0.107291,-0.178865,0.0846992
0.850382,1.93056,-0.290794,0.0324983,0.153321,-0.198751,0.0679292
1.29228,1.7499,-0.193955,-0.0179677,0.102413,-0.175932,0.0778959
1.37793,1.73345,-0.203164,-0.0336205,0.0985827,-0.173293,0.0822939
1.37673,1.75641,-0.23436,-0.0433515,0.142108,-0.173189,0.0668061
1.21863,1.80959,-0.241059,-0.0150028,0.121436,-0.182952,0.0759389
1.25829,1.75733,-0.235981,-0.0132606,0.111363,-0.178291,0.0807749
1.2931,1.77271,-0.231618,-0.0290863,0.128746,-0.176204,0.0737867
1.50583,1.66319,-0.279222,-0.0537417,0.109921,-0.164317,0.0841597
1.69564,1.59433,-0.283224,-0.0957197,0.118933,-0.145392,0.0886023
1.63785,1.60994,-0.313995,-0.0702544,0.131465,-0.155012,0.085404
1.4303,1.71713,-0.223624,-0.0327729,0.115479,-0.173405,0.0784882
1.36806,1.71283,-0.245456,-0.0391581,0.113925,-0.167165,0.0808794
1.64082,1.65555,-0.343463,-0.0914899,0.147947,-0.154683,0.0795628
1.63416,1.67685,-0.31913,-0.0893484,0.145024,-0.15851,0.0769501
0.986132,1.93329,-0.0865323,0.0325059,0.104056,-0.206037,0.0601695
1.21193,1.81694,-0.0932425,-0.00126092,0.100538,-0.187801,0.0636802
1.22364,1.84697,-0.181959,-0.00761488,0.122458,-0.189995,0.0667684
1.15432,1.82522,-0.149047,0.00387605,0.0949105,-0.187698,0.0742346
1.19877,1.77772,-0.193562,-0.0182621,0.102933,-0.177342,0.0738988
0.75911,1.98533,-0.258021,0.0398907,0.155081,-0.202781,0.0663692
1.08706,1.80622,-0.190171,0.00734211,0.105362,-0.182758,0.0766809
1.77569,1.65639,-0.262664,-0.107303,0.155482,-0.156754,0.0645202
1.36655,1.69374,-0.157335,-0.0366907,0.0977701,-0.166105,0.0746726
1.35465,1.74764,-0.26981,-0.0411055,0.146045,-0.171144,0.0702472
1.60638,1.66701,-0.236887,-0.0747726,0.112973,-0.160099,0.0811884
1.70238,1.59534,-0.256119,-0.0876008,0.127163,-0.150511,0.0776906
1.64778,1.63276,-0.2092,-0.091556,0.113273,-0.152399,0.0754843
1.39709,1.73977,-0.199396,-0.0343743,0.130419,-0.176227,0.064175
1.59621,1.6089,-0.316733,-0.0685436,0.126689,-0.153629,0.0849482
1.43011,1.68558,-0.181925,-0.0468048,0.10159,-0.16316,0.0777073
1.06351,1.85825,-0.295989,-0.00394736,0.140424,-0.186702,0.0747915
1.08026,1.91532,-0.0691249,0.00609231,0.11096,-0.198246,0.0573328
1.50258,1.70926,-0.186767,-0.0498304,0.105512,-0.171791,0.0742484
1.59703,1.67877,-0.202531,-0.0741089,0.116054,-0.16215,0.0751341
1.33007,1.77166,-0.321092,-0.0440624,0.158439,-0.171859,0.0712797
1.12338,1.80742,-0.162125,0.00286204,0.0991034,-0.182681,0.0760168
1.33997,1.78724,-0.208047,-0.0442889,0.131152,-0.175054,0.068151
0.982367,1.87492,-0.173132,0.0223679,0.124846,-0.193283,0.0647209
0.99012,1.88237,-0.168389,0.0130038,0.122803,-0.191619,0.0649575
1.05564,1.88636,-0.164811,0.0162154,0.110106,-0.195484,0.0716056
1.07872,1.85997,-0.236949,0.00922152,0.131242,-0.191577,0.0710526
1.56919,1.67662,-0.368768,-0.0762217,0.15089,-0.159974,0.0813076
1.54739,1.65623,-0.315564,-0.0664389,0.145119,-0.157773,0.0785661
1.58596,1.65576,-0.212402,-0.0720093,0.124032,-0.158832,0.0719339
1.56555,1.67316,-0.326708,-0.0679046,0.139389,-0.161932,0.0799734
1.5882,1.67874,-0.213915,-0.0803543,0.129559,-0.159191,0.0688876
1.26217,1.78254,-0.297756,-0.0180574,0.132127,-0.179513,0.0790098
0.890726,1.882,-0.367617,0.0268841,0.133915,-0.191001,0.0879858
1.03672,1.85111,-0.343974,0.00882724,0.15016,-0.187547,0.0762685
1.32637,1.72815,-0.249899,-0.0265704,0.127319,-0.175244,0.0706759
1.08211,1.85046,-0.195401,-0.00283281,0.118,-0.185794,0.0720748
1.15883,1.824,-0.220023,-0.00643471,0.119729,-0.185464,0.0732817
1.32842,1.7927,-0.174344,-0.0247489,0.129223,-0.183344,0.0610487
1.43765,1.80094,-0.200149,-0.0545592,0.134209,-0.179421,0.0636335
1.38196,1.79807,-0.135288,-0.0359356,0.122347,-0.182707,0.0592222
1.61902,1.65821,-0.282796,-0.0873389,0.123425,-0.155392,0.0819319
1.62829,1.61593,-0.255771,-0.0911469,0.125879,-0.148186,0.0773247
1.39759,1.68287,-0.288236,-0.0437742,0.126258,-0.16288,0.0813109
1.37864,1.77294,-0.32072,-0.0487258,0.152945,-0.173838,0.0727804
1.35732,1.6996,-0.318793,-0.0483244,0.146262,-0.162379,0.0765738
1.30641,1.7972,-0.301564,-0.0285231,0.13677,-0.180618,0.0778051
0.954123,1.8813,-0.192792,0.00919041,0.136274,-0.188856,0.0620258
1.38245,1.7398,-0.129539,-0.0371929,0.097581,-0.172647,0.0718687
1.27353,1.78723,-0.10544,-0.0153886,0.0912582,-0.181628,0.0705983
1.32502,1.78912,-0.128981,-0.026812,0.0991466,-0.180313,0.0713345
1.47747,1.81708,-0.0882383,-0.0510021,0.131662,-0.186855,0.045867
1.43899,1.71761,-0.150282,-0.0366565,0.106307,-0.171754,0.0717003
1.43097,1.70334,-0.332512,-0.0617115,0.152705,-0.16175,0.0764747
0.975674,1.8292,-0.270504,0.0112598,0.127757,-0.182924,0.0774205
1.70573,1.64975,-0.184612,-0.0925651,0.122392,-0.158651,0.0660637
1.5466,1.63181,-0.257291,-0.0775591,0.123327,-0.152292,0.0779751
1.50322,1.71056,-0.307719,-0.0600679,0.146537,-0.167232,0.0753953
1.41391,1.72623,-0.360476,-0.0512153,0.165459,-0.168256,0.0738837
1.57842,1.66947,-0.394509,-0.0841983,0.171418,-0.156412,0.0763154
1.47043,1.66886,-0.432933,-0.06325,0.156934,-0.157962,0.0887244
1.54224,1.69171,-0.288546,-0.0632303,0.115953,-0.164274,0.0856929
1.42513,1.69076,-0.293497,-0.053322,0.116138,-0.162076,0.0870636
1.63817,1.64807,-0.244297,-0.0798379,0.1249,-0.158163,0.074284
1.12942,1.82141,-0.287076,-0.00324127,0.126012,-0.184719,0.0797016
0.980799,1.86625,-0.224349,0.0174553,0.121231,-0.190996,0.0733863
1.11639,1.80216,-0.307633,-0.00800144,0.144252,-0.179773,0.0747725
1.19956,1.81342,-0.303047,-0.0197389,0.137221,-0.181573,0.0771494
1.68348,1.65423,-0.201191,-0.0925416,0.126114,-0.15675,0.0692078
0.809614,1.97587,-0.162109,0.0532465,0.114969,-0.210102,0.0687057
1.42051,1.76815,-0.0932629,-0.0432285,0.105958,-0.176838,0.0604758
1.26481,1.79126,-0.28958,-0.0161839,0.130584,-0.181182,0.0785662
1.17171,1.84204,-0.146934,-0.00986283,0.126474,-0.186751,0.0604364
1.53315,1.69069,-0.247544,-0.0681289,0.126756,-0.163678,0.0752938
1.43332,1.69965,-0.290062,-0.0404368,0.119622,-0.169487,0.0845315
1.4395,1.69721,-0.284312,-0.0350448,0.116611,-0.169505,0.0844748
1.53871,1.71432,-0.259566,-0.0689019,0.139312,-0.1658,0.0701157
1.76031,1.59996,-0.271003,-0.0912751,0.124368,-0.152928,0.0776976
1.74191,1.59724,-0.269043,-0.0912747,0.12669,-0.151065,0.0780572
1.40269,1.72528,-0.351512,-0.0495437,0.133426,-0.16875,0.0862479
1.43428,1.78535,-0.280977,-0.0506732,0.152117,-0.178545,0.0677806
1.18781,1.7935,-0.289011,-0.0383246,0.154774,-0.171278,0.0690497
1.19502,1.80116,-0.286855,-0.0264105,0.166503,-0.177357,0.0621469
1.52193,1.68552,-0.291582,-0.057625,0.112257,-0.163751,0.0884943
1.41267,1.69461,-0.247117,-0.0486536,0.129885,-0.163993,0.0719627
1.57267,1.71407,-0.235261,-0.0710903,0.120326,-0.1677,0.0750043
1.31709,1.78424,-0.264488,-0.030242,0.117913,-0.17842,0.0816341
1.24479,1.77736,-0.222009,-0.0217027,0.124357,-0.177679,0.0706046
1.18586,1.7755,-0.237615,-0.0148516,0.119469,-0.176187,0.0760764
1.43907,1.70385,-0.322181,-0.0664988,0.150316,-0.160836,0.0741682
1.52583,1.69638,-0.22356,-0.0612429,0.112572,-0.166197,0.0759153
1.32742,1.75067,-0.186039,-0.0309814,0.115446,-0.172736,0.0717579
1.48167,1.70315,-0.281132,-0.0531251,0.141788,-0.167021,0.0712875
1.46382,1.74216,-0.309339,-0.0700531,0.150751,-0.166636,0.0727093
1.34611,1.82843,-0.142837,-0.0339489,0.128887,-0.185471,0.0589961
1.16453,1.80466,-0.277295,0.00406161,0.107906,-0.185222,0.0891894
1.5822,1.70133,-0.188386,-0.0772857,0.146597,-0.164928,0.0543082
1.25881,1.6874,-0.312834,-0.0251332,0.117241,-0.163451,0.0876987
1.2884,1.77527,-0.240131,-0.0166291,0.103741,-0.181472,0.0818962
1.21806,1.79995,-0.188714,-0.0150685,0.102705,-0.179064,0.0814825
1.12731,1.86061,-0.171153,-1.42436e-05,0.108118,-0.189205,0.0751573
1.16313,1.80928,-0.253548,-0.0071221,0.133434,-0.183403,0.0704664
1.15732,1.82665,-0.242805,-0.0124148,0.133564,-0.182387,0.0719246
1.37684,1.72702,-0.196732,-0.0257601,0.11187,-0.174573,0.0725747
1.38872,1.77154,-0.287736,-0.0550399,0.148592,-0.171742,0.0697997
1.3525,1.73358,-0.189445,-0.0433747,0.11234,-0.166898,0.0750889
